id_registro,id_inmueble,anio_mes_dd,consumo_kwh_mes,costo_factura_usd,costo_factura_moneda_local,codigo_moneda,perfil_calculado
REG-02602,VIV-02602,2026-07-01,390.33,292.75,269330.0,CLP,Ineficiente
REG-02603,COM-02603,2026-07-01,2602.91,1952.18,7320.68,PEN,Moderado
REG-02604,VIV-02604,2026-07-01,408.15,306.11,290804.5,ARS,Ineficiente
REG-02605,VIV-02605,2026-07-01,391.09,293.32,5426.42,MXN,Ineficiente
REG-02606,VIV-02606,2026-07-01,446.17,334.63,1823.73,BRL,Ineficiente
REG-02607,VIV-02607,2026-07-01,442.24,331.68,6136.08,MXN,Ineficiente
REG-02608,VIV-02608,2026-07-01,361.69,271.27,249568.4,CLP,Moderado
REG-02609,VIV-02609,2026-07-01,350.73,263.05,986.44,PEN,Moderado
REG-02610,COM-02610,2026-07-01,873.21,654.91,602517.2,CLP,Moderado
REG-02611,VIV-02611,2026-07-01,377.53,283.15,5238.27,MXN,Ineficiente
REG-02612,VIV-02612,2026-07-01,377.6,283.2,1062.0,PEN,Ineficiente
REG-02613,VIV-02613,2026-07-01,383.63,287.72,1568.07,BRL,Ineficiente
REG-02614,VIV-02614,2026-07-01,328.63,246.47,1010527.0,COP,Moderado
REG-02615,VIV-02615,2026-07-01,305.21,228.91,938531.0,COP,Moderado
REG-02616,VIV-02616,2026-07-01,254.14,190.6,175352.0,CLP,Eficiente
REG-02617,VIV-02617,2026-07-01,232.79,174.59,3229.91,MXN,Eficiente
REG-02618,VIV-02618,2026-07-01,248.14,186.1,171212.0,CLP,Eficiente
REG-02619,VIV-02619,2026-07-01,233.63,175.22,954.95,BRL,Eficiente
REG-02620,COM-02620,2026-07-01,1965.6,1474.2,1400490.0,ARS,Moderado
REG-02621,VIV-02621,2026-07-01,410.22,307.67,1261447.0,COP,Ineficiente
REG-02622,COM-02622,2026-07-01,2333.39,1750.04,1610036.8,CLP,Eficiente
REG-02623,VIV-02623,2026-07-01,280.43,210.32,3890.92,MXN,Moderado
REG-02624,VIV-02624,2026-07-01,378.97,284.23,270018.5,ARS,Ineficiente
REG-02625,VIV-02625,2026-07-01,234.44,175.83,958.27,BRL,Eficiente
REG-02626,VIV-02626,2026-07-01,230.98,173.23,164568.5,ARS,Eficiente
REG-02627,VIV-02627,2026-07-01,356.72,267.54,1096914.0,COP,Moderado
REG-02628,VIV-02628,2026-07-01,229.4,172.05,645.19,PEN,Eficiente
REG-02629,VIV-02629,2026-07-01,353.09,264.82,251579.0,ARS,Moderado
REG-02630,VIV-02630,2026-07-01,246.11,184.58,756778.0,COP,Eficiente
REG-02631,COM-02631,2026-07-01,2187.63,1640.72,6726952.0,COP,Eficiente
REG-02632,VIV-02632,2026-07-01,306.07,229.55,4246.68,MXN,Moderado
REG-02633,COM-02633,2026-07-01,3217.81,2413.36,2292692.0,ARS,Ineficiente
REG-02634,COM-02634,2026-07-01,1576.79,1182.59,1123460.5,ARS,Eficiente
REG-02635,VIV-02635,2026-07-01,353.34,265.0,4902.5,MXN,Moderado
REG-02636,VIV-02636,2026-07-01,338.85,254.14,4701.59,MXN,Moderado
REG-02637,COM-02637,2026-07-01,2127.79,1595.84,8697.33,BRL,Ineficiente
REG-02638,COM-02638,2026-07-01,2002.39,1501.79,5631.71,PEN,Ineficiente
REG-02639,VIV-02639,2026-07-01,337.13,252.85,948.19,PEN,Moderado
REG-02640,VIV-02640,2026-07-01,319.55,239.66,4433.71,MXN,Moderado
REG-02641,COM-02641,2026-07-01,1642.65,1231.99,5051159.0,COP,Moderado
REG-02642,COM-02642,2026-07-01,864.87,648.65,12000.02,MXN,Moderado
REG-02643,VIV-02643,2026-07-01,373.61,280.21,1527.14,BRL,Ineficiente
REG-02644,VIV-02644,2026-07-01,247.35,185.51,760591.0,COP,Eficiente
REG-02645,VIV-02645,2026-07-01,273.65,205.24,769.65,PEN,Eficiente
REG-02646,COM-02646,2026-07-01,1059.21,794.41,2979.04,PEN,Ineficiente
REG-02647,VIV-02647,2026-07-01,289.55,217.16,814.35,PEN,Moderado
REG-02648,VIV-02648,2026-07-01,309.98,232.49,1267.07,BRL,Moderado
REG-02649,VIV-02649,2026-07-01,414.01,310.51,1273091.0,COP,Ineficiente
REG-02650,VIV-02650,2026-07-01,261.0,195.75,734.06,PEN,Eficiente
REG-02651,COM-02651,2026-07-01,1707.34,1280.5,5250050.0,COP,Eficiente
REG-02652,VIV-02652,2026-07-01,237.06,177.8,969.01,BRL,Eficiente
REG-02653,VIV-02653,2026-07-01,297.34,223.0,836.25,PEN,Moderado
REG-02654,COM-02654,2026-07-01,956.32,717.24,681378.0,ARS,Ineficiente
REG-02655,VIV-02655,2026-07-01,355.68,266.76,1000.35,PEN,Moderado
REG-02656,VIV-02656,2026-07-01,366.05,274.54,1496.24,BRL,Moderado
REG-02657,VIV-02657,2026-07-01,275.49,206.62,1126.08,BRL,Eficiente
REG-02658,VIV-02658,2026-07-01,387.54,290.66,1584.1,BRL,Ineficiente
REG-02659,VIV-02659,2026-07-01,279.99,209.99,199490.5,ARS,Moderado
REG-02660,VIV-02660,2026-07-01,338.36,253.77,4694.74,MXN,Moderado
REG-02661,COM-02661,2026-07-01,889.72,667.29,2502.34,PEN,Eficiente
REG-02662,VIV-02662,2026-07-01,227.06,170.3,928.14,BRL,Eficiente
REG-02663,VIV-02663,2026-07-01,384.06,288.05,265006.0,CLP,Ineficiente
REG-02664,VIV-02664,2026-07-01,361.64,271.23,1478.2,BRL,Moderado
REG-02665,COM-02665,2026-07-01,1915.74,1436.81,1364969.5,ARS,Moderado
REG-02666,VIV-02666,2026-07-01,346.48,259.86,239071.2,CLP,Moderado
REG-02667,VIV-02667,2026-07-01,300.6,225.45,1228.7,BRL,Moderado
REG-02668,VIV-02668,2026-07-01,243.79,182.84,685.65,PEN,Eficiente
REG-02669,VIV-02669,2026-07-01,262.69,197.02,1073.76,BRL,Eficiente
REG-02670,COM-02670,2026-07-01,1344.94,1008.71,4135711.0,COP,Moderado
REG-02671,VIV-02671,2026-07-01,234.76,176.07,3257.3,MXN,Eficiente
REG-02672,VIV-02672,2026-07-01,349.96,262.47,4855.7,MXN,Moderado
REG-02673,VIV-02673,2026-07-01,269.73,202.3,1102.54,BRL,Eficiente
REG-02674,VIV-02674,2026-07-01,351.94,263.95,4883.07,MXN,Moderado
REG-02675,COM-02675,2026-07-01,2687.99,2015.99,10987.15,BRL,Ineficiente
REG-02676,VIV-02676,2026-07-01,235.66,176.75,662.81,PEN,Eficiente
REG-02677,COM-02677,2026-07-01,990.14,742.61,3044701.0,COP,Eficiente
REG-02678,VIV-02678,2026-07-01,356.59,267.44,4947.64,MXN,Moderado
REG-02679,VIV-02679,2026-07-01,319.67,239.75,4435.38,MXN,Moderado
REG-02680,VIV-02680,2026-07-01,384.57,288.43,5335.95,MXN,Ineficiente
REG-02681,VIV-02681,2026-07-01,351.5,263.62,4876.97,MXN,Moderado
REG-02682,COM-02682,2026-07-01,2074.46,1555.85,1478057.5,ARS,Ineficiente
REG-02683,VIV-02683,2026-07-01,397.62,298.22,5517.07,MXN,Ineficiente
REG-02684,COM-02684,2026-07-01,3401.14,2550.86,2423317.0,ARS,Ineficiente
REG-02685,VIV-02685,2026-07-01,422.93,317.2,301340.0,ARS,Ineficiente
REG-02686,VIV-02686,2026-07-01,430.37,322.78,1323398.0,COP,Ineficiente
REG-02687,COM-02687,2026-07-01,2241.45,1681.09,1546602.8,CLP,Ineficiente
REG-02688,VIV-02688,2026-07-01,301.51,226.13,1232.41,BRL,Moderado
REG-02689,VIV-02689,2026-07-01,266.29,199.72,748.95,PEN,Eficiente
REG-02690,VIV-02690,2026-07-01,266.09,199.57,748.39,PEN,Eficiente
REG-02691,VIV-02691,2026-07-01,375.74,281.81,259265.2,CLP,Ineficiente
REG-02692,VIV-02692,2026-07-01,349.41,262.06,241095.2,CLP,Moderado
REG-02693,VIV-02693,2026-07-01,405.14,303.86,1656.04,BRL,Ineficiente
REG-02694,COM-02694,2026-07-01,1045.24,783.93,3214113.0,COP,Ineficiente
REG-02695,VIV-02695,2026-07-01,393.51,295.13,271519.6,CLP,Ineficiente
REG-02696,VIV-02696,2026-07-01,387.17,290.38,1582.57,BRL,Ineficiente
REG-02697,COM-02697,2026-07-01,1648.02,1236.01,5067641.0,COP,Eficiente
REG-02698,COM-02698,2026-07-01,2839.28,2129.46,11605.56,BRL,Moderado
REG-02699,VIV-02699,2026-07-01,372.95,279.71,265724.5,ARS,Ineficiente
REG-02700,VIV-02700,2026-07-01,396.17,297.13,282273.5,ARS,Ineficiente
REG-02701,VIV-02701,2026-07-01,381.9,286.42,263506.4,CLP,Ineficiente
REG-02702,VIV-02702,2026-07-01,379.53,284.65,270417.5,ARS,Ineficiente
REG-02703,COM-02703,2026-07-01,2226.93,1670.2,30898.7,MXN,Moderado
REG-02704,VIV-02704,2026-07-01,232.88,174.66,716106.0,COP,Eficiente
REG-02705,COM-02705,2026-07-01,3057.36,2293.02,2109578.4,CLP,Ineficiente
REG-02706,VIV-02706,2026-07-01,368.42,276.31,1132871.0,COP,Moderado
REG-02707,VIV-02707,2026-07-01,362.63,271.97,1482.24,BRL,Moderado
REG-02708,VIV-02708,2026-07-01,222.16,166.62,153290.4,CLP,Eficiente
REG-02709,COM-02709,2026-07-01,1553.58,1165.18,1106921.0,ARS,Eficiente
REG-02710,VIV-02710,2026-07-01,336.02,252.01,1033241.0,COP,Moderado
REG-02711,VIV-02711,2026-07-01,244.04,183.03,173878.5,ARS,Eficiente
REG-02712,VIV-02712,2026-07-01,214.69,161.02,2978.87,MXN,Eficiente
REG-02713,COM-02713,2026-07-01,1180.19,885.14,3629074.0,COP,Ineficiente
REG-02714,VIV-02714,2026-07-01,325.72,244.29,232075.5,ARS,Moderado
REG-02715,VIV-02715,2026-07-01,274.19,205.64,843124.0,COP,Eficiente
REG-02716,VIV-02716,2026-07-01,264.77,198.58,188651.0,ARS,Eficiente
REG-02717,VIV-02717,2026-07-01,341.87,256.4,1397.38,BRL,Moderado
REG-02718,VIV-02718,2026-07-01,434.7,326.02,1222.57,PEN,Ineficiente
REG-02719,VIV-02719,2026-07-01,256.82,192.62,177210.4,CLP,Eficiente
REG-02720,COM-02720,2026-07-01,1180.8,885.6,841320.0,ARS,Eficiente
REG-02721,VIV-02721,2026-07-01,229.78,172.34,158552.8,CLP,Eficiente
REG-02722,VIV-02722,2026-07-01,376.03,282.02,1537.01,BRL,Ineficiente
REG-02723,VIV-02723,2026-07-01,264.62,198.47,744.26,PEN,Eficiente
REG-02724,COM-02724,2026-07-01,1544.98,1158.74,6315.13,BRL,Eficiente
REG-02725,COM-02725,2026-07-01,2493.56,1870.17,34598.15,MXN,Ineficiente
REG-02726,VIV-02726,2026-07-01,411.16,308.37,1156.39,PEN,Ineficiente
REG-02727,VIV-02727,2026-07-01,340.88,255.66,1393.35,BRL,Moderado
REG-02728,VIV-02728,2026-07-01,266.49,199.87,189876.5,ARS,Eficiente
REG-02729,VIV-02729,2026-07-01,261.22,195.92,734.7,PEN,Eficiente
REG-02730,VIV-02730,2026-07-01,382.05,286.54,5300.99,MXN,Ineficiente
REG-02731,VIV-02731,2026-07-01,228.29,171.22,162659.0,ARS,Eficiente
REG-02732,VIV-02732,2026-07-01,310.43,232.82,1268.87,BRL,Moderado
REG-02733,VIV-02733,2026-07-01,382.28,286.71,1075.16,PEN,Ineficiente
REG-02734,VIV-02734,2026-07-01,374.18,280.63,258179.6,CLP,Ineficiente
REG-02735,COM-02735,2026-07-01,2115.81,1586.86,8648.39,BRL,Moderado
REG-02736,COM-02736,2026-07-01,1587.64,1190.73,4465.24,PEN,Eficiente
REG-02737,VIV-02737,2026-07-01,345.2,258.9,1061490.0,COP,Moderado
REG-02738,VIV-02738,2026-07-01,221.78,166.34,3077.29,MXN,Eficiente
REG-02739,VIV-02739,2026-07-01,367.82,275.87,262076.5,ARS,Moderado
REG-02740,VIV-02740,2026-07-01,256.27,192.2,1047.49,BRL,Eficiente
REG-02741,VIV-02741,2026-07-01,409.85,307.39,292020.5,ARS,Ineficiente
REG-02742,VIV-02742,2026-07-01,343.93,257.95,967.31,PEN,Moderado
REG-02743,COM-02743,2026-07-01,1583.75,1187.81,4454.29,PEN,Moderado
REG-02744,COM-02744,2026-07-01,1018.26,763.69,2863.84,PEN,Moderado
REG-02745,VIV-02745,2026-07-01,377.38,283.03,268878.5,ARS,Ineficiente
REG-02746,VIV-02746,2026-07-01,219.94,164.95,156702.5,ARS,Eficiente
REG-02747,VIV-02747,2026-07-01,348.17,261.13,248073.5,ARS,Moderado
REG-02748,VIV-02748,2026-07-01,226.17,169.63,3138.15,MXN,Eficiente
REG-02749,VIV-02749,2026-07-01,368.56,276.42,254306.4,CLP,Moderado
REG-02750,VIV-02750,2026-07-01,228.47,171.35,933.86,BRL,Eficiente
REG-02751,COM-02751,2026-07-01,3361.59,2521.19,2395130.5,ARS,Ineficiente
REG-02752,VIV-02752,2026-07-01,233.79,175.34,3243.79,MXN,Eficiente
REG-02753,VIV-02753,2026-07-01,295.47,221.6,203872.0,CLP,Moderado
REG-02754,VIV-02754,2026-07-01,270.11,202.58,759.68,PEN,Eficiente
REG-02755,COM-02755,2026-07-01,1236.54,927.4,3802340.0,COP,Eficiente
REG-02756,VIV-02756,2026-07-01,403.96,302.97,1136.14,PEN,Ineficiente
REG-02757,COM-02757,2026-07-01,2933.07,2199.8,40696.3,MXN,Ineficiente
REG-02758,VIV-02758,2026-07-01,224.83,168.62,3119.47,MXN,Eficiente
REG-02759,VIV-02759,2026-07-01,391.59,293.69,1600.61,BRL,Ineficiente
REG-02760,VIV-02760,2026-07-01,234.79,176.09,660.34,PEN,Eficiente
REG-02761,VIV-02761,2026-07-01,265.49,199.12,3683.72,MXN,Eficiente
REG-02762,VIV-02762,2026-07-01,224.78,168.59,632.21,PEN,Eficiente
REG-02763,VIV-02763,2026-07-01,375.8,281.85,259302.0,CLP,Ineficiente
REG-02764,VIV-02764,2026-07-01,349.82,262.37,983.89,PEN,Moderado
REG-02765,VIV-02765,2026-07-01,300.62,225.47,924427.0,COP,Moderado
REG-02766,COM-02766,2026-07-01,948.33,711.25,654350.0,CLP,Eficiente
REG-02767,VIV-02767,2026-07-01,395.37,296.53,281703.5,ARS,Ineficiente
REG-02768,VIV-02768,2026-07-01,423.51,317.63,1731.08,BRL,Ineficiente
REG-02769,VIV-02769,2026-07-01,352.31,264.23,1083343.0,COP,Moderado
REG-02770,VIV-02770,2026-07-01,211.23,158.42,594.07,PEN,Eficiente
REG-02771,VIV-02771,2026-07-01,378.9,284.17,1548.73,BRL,Ineficiente
REG-02772,VIV-02772,2026-07-01,383.02,287.26,264279.2,CLP,Ineficiente
REG-02773,VIV-02773,2026-07-01,247.13,185.35,759935.0,COP,Eficiente
REG-02774,VIV-02774,2026-07-01,367.93,275.95,5105.07,MXN,Moderado
REG-02775,VIV-02775,2026-07-01,251.55,188.66,773506.0,COP,Eficiente
REG-02776,VIV-02776,2026-07-01,401.33,301.0,1640.45,BRL,Ineficiente
REG-02777,VIV-02777,2026-07-01,371.93,278.95,5160.57,MXN,Ineficiente
REG-02778,COM-02778,2026-07-01,1556.62,1167.46,1074063.2,CLP,Moderado
REG-02779,VIV-02779,2026-07-01,367.97,275.98,5105.63,MXN,Moderado
REG-02780,COM-02780,2026-07-01,2118.29,1588.72,1509284.0,ARS,Eficiente
REG-02781,VIV-02781,2026-07-01,225.55,169.16,693556.0,COP,Eficiente
REG-02782,COM-02782,2026-07-01,2051.54,1538.65,6308465.0,COP,Eficiente
REG-02783,VIV-02783,2026-07-01,350.1,262.58,249451.0,ARS,Moderado
REG-02784,COM-02784,2026-07-01,2252.56,1689.42,31254.27,MXN,Ineficiente
REG-02785,VIV-02785,2026-07-01,215.69,161.77,2992.75,MXN,Eficiente
REG-02786,VIV-02786,2026-07-01,417.99,313.49,1708.52,BRL,Ineficiente
REG-02787,VIV-02787,2026-07-01,368.73,276.55,5116.18,MXN,Moderado
REG-02788,VIV-02788,2026-07-01,407.12,305.34,1251894.0,COP,Ineficiente
REG-02789,COM-02789,2026-07-01,1747.28,1310.46,7142.01,BRL,Moderado
REG-02790,VIV-02790,2026-07-01,380.82,285.62,1071.08,PEN,Ineficiente
REG-02791,VIV-02791,2026-07-01,375.24,281.43,267358.5,ARS,Ineficiente
REG-02792,VIV-02792,2026-07-01,371.77,278.83,5158.35,MXN,Ineficiente
REG-02793,VIV-02793,2026-07-01,419.74,314.81,5823.98,MXN,Ineficiente
REG-02794,VIV-02794,2026-07-01,389.74,292.31,1096.16,PEN,Ineficiente
REG-02795,COM-02795,2026-07-01,2101.13,1575.85,5909.44,PEN,Moderado
REG-02796,VIV-02796,2026-07-01,322.58,241.94,4475.89,MXN,Moderado
REG-02797,VIV-02797,2026-07-01,372.15,279.11,1521.15,BRL,Ineficiente
REG-02798,VIV-02798,2026-07-01,351.34,263.5,1080350.0,COP,Moderado
REG-02799,COM-02799,2026-07-01,2201.4,1651.05,1518966.0,CLP,Moderado
REG-02800,VIV-02800,2026-07-01,413.06,309.8,5731.3,MXN,Ineficiente
REG-02801,VIV-02801,2026-07-01,324.8,243.6,913.5,PEN,Moderado
REG-02802,COM-02802,2026-07-01,1233.03,924.77,850788.4,CLP,Eficiente
REG-02803,VIV-02803,2026-07-01,359.61,269.71,1011.41,PEN,Moderado
REG-02804,VIV-02804,2026-07-01,282.26,211.69,793.84,PEN,Moderado
REG-02805,VIV-02805,2026-07-01,365.9,274.42,252466.4,CLP,Moderado
REG-02806,COM-02806,2026-07-01,869.5,652.12,599950.4,CLP,Eficiente
REG-02807,VIV-02807,2026-07-01,267.01,200.26,821066.0,COP,Eficiente
REG-02808,VIV-02808,2026-07-01,260.93,195.7,180044.0,CLP,Eficiente
REG-02809,VIV-02809,2026-07-01,386.64,289.98,266781.6,CLP,Ineficiente
REG-02810,COM-02810,2026-07-01,1376.42,1032.32,3871.2,PEN,Moderado
REG-02811,VIV-02811,2026-07-01,244.65,183.49,1000.02,BRL,Eficiente
REG-02812,COM-02812,2026-07-01,2748.6,2061.45,38136.82,MXN,Moderado
REG-02813,VIV-02813,2026-07-01,271.04,203.28,3760.68,MXN,Eficiente
REG-02814,VIV-02814,2026-07-01,225.0,168.75,3121.88,MXN,Eficiente
REG-02815,VIV-02815,2026-07-01,309.85,232.39,220770.5,ARS,Moderado
REG-02816,COM-02816,2026-07-01,2581.73,1936.3,1781396.0,CLP,Ineficiente
REG-02817,VIV-02817,2026-07-01,230.04,172.53,707373.0,COP,Eficiente
REG-02818,VIV-02818,2026-07-01,317.66,238.25,893.44,PEN,Moderado
REG-02819,COM-02819,2026-07-01,1500.82,1125.62,6134.63,BRL,Eficiente
REG-02820,COM-02820,2026-07-01,1019.84,764.88,14150.28,MXN,Eficiente
REG-02821,VIV-02821,2026-07-01,423.18,317.38,1190.17,PEN,Ineficiente
REG-02822,VIV-02822,2026-07-01,351.79,263.84,1081744.0,COP,Moderado
REG-02823,VIV-02823,2026-07-01,386.35,289.76,1086.6,PEN,Ineficiente
REG-02824,VIV-02824,2026-07-01,382.64,286.98,264021.6,CLP,Ineficiente
REG-02825,COM-02825,2026-07-01,2230.6,1672.95,9117.58,BRL,Moderado
REG-02826,VIV-02826,2026-07-01,414.38,310.78,295241.0,ARS,Ineficiente
REG-02827,VIV-02827,2026-07-01,224.14,168.1,3109.85,MXN,Eficiente
REG-02828,VIV-02828,2026-07-01,382.28,286.71,1562.57,BRL,Ineficiente
REG-02829,VIV-02829,2026-07-01,317.98,238.49,977809.0,COP,Moderado
REG-02830,VIV-02830,2026-07-01,235.15,176.36,167542.0,ARS,Eficiente
REG-02831,COM-02831,2026-07-01,1454.94,1091.2,4092.0,PEN,Eficiente
REG-02832,VIV-02832,2026-07-01,285.76,214.32,203604.0,ARS,Moderado
REG-02833,VIV-02833,2026-07-01,258.12,193.59,178102.8,CLP,Eficiente
REG-02834,VIV-02834,2026-07-01,386.55,289.91,266717.2,CLP,Ineficiente
REG-02835,COM-02835,2026-07-01,1413.83,1060.37,3976.39,PEN,Moderado
REG-02836,VIV-02836,2026-07-01,412.38,309.28,1268048.0,COP,Ineficiente
REG-02837,VIV-02837,2026-07-01,274.78,206.08,195776.0,ARS,Eficiente
REG-02838,VIV-02838,2026-07-01,431.42,323.56,1763.4,BRL,Ineficiente
REG-02839,VIV-02839,2026-07-01,279.99,209.99,860959.0,COP,Moderado
REG-02840,VIV-02840,2026-07-01,343.39,257.54,4764.49,MXN,Moderado
REG-02841,VIV-02841,2026-07-01,234.95,176.21,660.79,PEN,Eficiente
REG-02842,VIV-02842,2026-07-01,255.49,191.62,1044.33,BRL,Eficiente
REG-02843,VIV-02843,2026-07-01,375.89,281.92,1536.46,BRL,Ineficiente
REG-02844,VIV-02844,2026-07-01,391.21,293.41,1202981.0,COP,Ineficiente
REG-02845,VIV-02845,2026-07-01,232.13,174.1,713810.0,COP,Eficiente
REG-02846,COM-02846,2026-07-01,2122.44,1591.83,1464483.6,CLP,Moderado
REG-02847,VIV-02847,2026-07-01,302.82,227.12,215764.0,ARS,Moderado
REG-02848,COM-02848,2026-07-01,2156.52,1617.39,8814.78,BRL,Moderado
REG-02849,VIV-02849,2026-07-01,402.53,301.9,5585.15,MXN,Ineficiente
REG-02850,COM-02850,2026-07-01,1141.39,856.04,3509764.0,COP,Moderado
REG-02851,VIV-02851,2026-07-01,281.88,211.41,792.79,PEN,Moderado
REG-02852,VIV-02852,2026-07-01,378.2,283.65,1162965.0,COP,Ineficiente
REG-02853,VIV-02853,2026-07-01,366.98,275.24,1032.15,PEN,Moderado
REG-02854,VIV-02854,2026-07-01,237.02,177.77,3288.75,MXN,Eficiente
REG-02855,VIV-02855,2026-07-01,261.06,195.8,180136.0,CLP,Eficiente
REG-02856,VIV-02856,2026-07-01,225.09,168.82,920.07,BRL,Eficiente
REG-02857,COM-02857,2026-07-01,2623.47,1967.6,7378.5,PEN,Ineficiente
REG-02858,VIV-02858,2026-07-01,343.13,257.35,236762.0,CLP,Moderado
REG-02859,VIV-02859,2026-07-01,289.31,216.98,206131.0,ARS,Moderado
REG-02860,VIV-02860,2026-07-01,439.15,329.36,312892.0,ARS,Ineficiente
REG-02861,COM-02861,2026-07-01,3371.04,2528.28,2326017.6,CLP,Ineficiente
REG-02862,VIV-02862,2026-07-01,357.84,268.38,4965.03,MXN,Moderado
REG-02863,VIV-02863,2026-07-01,276.15,207.11,196754.5,ARS,Eficiente
REG-02864,VIV-02864,2026-07-01,293.35,220.01,209009.5,ARS,Moderado
REG-02865,VIV-02865,2026-07-01,270.96,203.22,186962.4,CLP,Eficiente
REG-02866,VIV-02866,2026-07-01,242.21,181.66,3360.71,MXN,Eficiente
REG-02867,VIV-02867,2026-07-01,271.16,203.37,762.64,PEN,Eficiente
REG-02868,VIV-02868,2026-07-01,244.89,183.67,174486.5,ARS,Eficiente
REG-02869,VIV-02869,2026-07-01,339.21,254.41,241689.5,ARS,Moderado
REG-02870,VIV-02870,2026-07-01,335.37,251.53,1031273.0,COP,Moderado
REG-02871,VIV-02871,2026-07-01,235.03,176.27,162168.4,CLP,Eficiente
REG-02872,VIV-02872,2026-07-01,356.33,267.25,4944.12,MXN,Moderado
REG-02873,VIV-02873,2026-07-01,231.59,173.69,3213.26,MXN,Eficiente
REG-02874,VIV-02874,2026-07-01,394.05,295.54,1211714.0,COP,Ineficiente
REG-02875,VIV-02875,2026-07-01,389.74,292.31,1198471.0,COP,Ineficiente
REG-02876,VIV-02876,2026-07-01,257.04,192.78,790398.0,COP,Eficiente
REG-02877,COM-02877,2026-07-01,1496.12,1122.09,20758.66,MXN,Eficiente
REG-02878,VIV-02878,2026-07-01,393.86,295.39,1609.88,BRL,Ineficiente
REG-02879,COM-02879,2026-07-01,3426.37,2569.78,47540.93,MXN,Ineficiente
REG-02880,VIV-02880,2026-07-01,440.87,330.65,6117.02,MXN,Ineficiente
REG-02881,VIV-02881,2026-07-01,354.43,265.82,252529.0,ARS,Moderado
REG-02882,COM-02882,2026-07-01,1689.51,1267.13,5195233.0,COP,Moderado
REG-02883,VIV-02883,2026-07-01,301.11,225.83,214538.5,ARS,Moderado
REG-02884,COM-02884,2026-07-01,3390.7,2543.02,10426382.0,COP,Ineficiente
REG-02885,VIV-02885,2026-07-01,363.17,272.38,5039.03,MXN,Moderado
REG-02886,VIV-02886,2026-07-01,263.09,197.32,739.95,PEN,Eficiente
REG-02887,VIV-02887,2026-07-01,295.39,221.54,4098.49,MXN,Moderado
REG-02888,VIV-02888,2026-07-01,242.21,181.66,681.23,PEN,Eficiente
REG-02889,COM-02889,2026-07-01,2620.8,1965.6,8058960.0,COP,Ineficiente
REG-02890,VIV-02890,2026-07-01,230.09,172.57,940.51,BRL,Eficiente
REG-02891,COM-02891,2026-07-01,831.47,623.6,11536.6,MXN,Eficiente
REG-02892,VIV-02892,2026-07-01,368.69,276.52,5115.62,MXN,Moderado
REG-02893,VIV-02893,2026-07-01,243.89,182.92,3384.02,MXN,Eficiente
REG-02894,VIV-02894,2026-07-01,369.04,276.78,1508.45,BRL,Moderado
REG-02895,VIV-02895,2026-07-01,266.54,199.91,1089.51,BRL,Eficiente
REG-02896,COM-02896,2026-07-01,1592.06,1194.05,1098526.0,CLP,Ineficiente
REG-02897,VIV-02897,2026-07-01,357.52,268.14,1461.36,BRL,Moderado
REG-02898,VIV-02898,2026-07-01,379.24,284.43,270208.5,ARS,Ineficiente
REG-02899,VIV-02899,2026-07-01,432.9,324.67,1331147.0,COP,Ineficiente
REG-02900,VIV-02900,2026-07-01,314.26,235.69,883.84,PEN,Moderado
REG-02901,COM-02901,2026-07-01,2160.68,1620.51,6644091.0,COP,Eficiente
REG-02902,VIV-02902,2026-07-01,389.54,292.16,5404.96,MXN,Ineficiente
REG-02903,VIV-02903,2026-07-01,385.1,288.83,5343.35,MXN,Ineficiente
REG-02904,VIV-02904,2026-07-01,271.16,203.37,187100.4,CLP,Eficiente
REG-02905,VIV-02905,2026-07-01,461.95,346.46,6409.51,MXN,Ineficiente
REG-02906,COM-02906,2026-07-01,2276.4,1707.3,6402.38,PEN,Moderado
REG-02907,VIV-02907,2026-07-01,411.78,308.83,1683.12,BRL,Ineficiente
REG-02908,COM-02908,2026-07-01,1749.09,1311.82,5378462.0,COP,Eficiente
REG-02909,VIV-02909,2026-07-01,458.42,343.81,316305.2,CLP,Ineficiente
REG-02910,VIV-02910,2026-07-01,393.25,294.94,5456.39,MXN,Ineficiente
REG-02911,VIV-02911,2026-07-01,235.92,176.94,162784.8,CLP,Eficiente
REG-02912,COM-02912,2026-07-01,2175.59,1631.69,1550105.5,ARS,Ineficiente
REG-02913,COM-02913,2026-07-01,2950.6,2212.95,9073095.0,COP,Ineficiente
REG-02914,VIV-02914,2026-07-01,314.21,235.66,1284.35,BRL,Moderado
REG-02915,VIV-02915,2026-07-01,363.77,272.83,1118603.0,COP,Moderado
REG-02916,COM-02916,2026-07-01,2322.23,1741.67,9492.1,BRL,Ineficiente
REG-02917,VIV-02917,2026-07-01,286.47,214.85,805.69,PEN,Moderado
REG-02918,VIV-02918,2026-07-01,228.0,171.0,931.95,BRL,Eficiente
REG-02919,VIV-02919,2026-07-01,290.3,217.73,206843.5,ARS,Moderado
REG-02920,VIV-02920,2026-07-01,238.66,179.0,164680.0,CLP,Eficiente
REG-02921,COM-02921,2026-07-01,1556.87,1167.65,4787365.0,COP,Moderado
REG-02922,VIV-02922,2026-07-01,365.78,274.33,5075.1,MXN,Moderado
REG-02923,COM-02923,2026-07-01,1077.0,807.75,3311775.0,COP,Moderado
REG-02924,VIV-02924,2026-07-01,341.69,256.27,1396.67,BRL,Moderado
