id_registro,id_inmueble,anio_mes_dd,pais_ubicacion,tipo_establecimiento,superficie_m2,habitantes_empleados,total_equipos,potencia_total_watts,tiene_inverter,porcentaje_inverter,consumo_kwh_dia,consumo_kwh_mes,intensidad_energetica_kwh_m2,costo_factura_usd,costo_factura_moneda_local,codigo_moneda,pct_dist_madrugada,pct_dist_manana,pct_dist_tarde,pct_dist_noche,franja_pico_dominante,efficiency_label
REG-02835,COM-02835,2026-07-01,Peru,Comercio,64,2,50.0,3940.0,1.0,0.5,47.1277,1413.83,22.0911,1060.37,3976.39,PEN,0.1017,0.3537,0.4085,0.1361,tarde,Moderado
REG-02836,VIV-02836,2026-07-01,Colombia,Vivienda,99,5,22.0,1850.0,1.0,0.3333,13.746,412.38,4.1655,309.28,1268048.0,COP,0.1157,0.144,0.2106,0.5296,noche,Ineficiente
REG-02837,VIV-02837,2026-07-01,Argentina,Vivienda,110,1,24.0,1710.0,1.0,0.6667,9.1593,274.78,2.498,206.08,195776.0,ARS,0.1537,0.1246,0.2458,0.4758,noche,Eficiente
REG-02838,VIV-02838,2026-07-01,Brasil,Vivienda,104,2,32.0,2000.0,1.0,0.3333,14.3807,431.42,4.1483,323.56,1763.4,BRL,0.1305,0.1709,0.1941,0.5045,noche,Ineficiente
REG-02839,VIV-02839,2026-07-01,Colombia,Vivienda,52,6,22.0,1680.0,1.0,0.6667,9.333,279.99,5.3844,209.99,860959.0,COP,0.0917,0.1305,0.2378,0.54,noche,Moderado
REG-02840,VIV-02840,2026-07-01,Mexico,Vivienda,103,3,12.0,1700.0,1.0,0.3333,11.4463,343.39,3.3339,257.54,4764.49,MXN,0.1007,0.1833,0.2265,0.4895,noche,Moderado
REG-02841,VIV-02841,2026-07-01,Peru,Vivienda,76,3,14.0,1560.0,1.0,0.6667,7.8317,234.95,3.0914,176.21,660.79,PEN,0.0864,0.1277,0.2273,0.5587,noche,Eficiente
REG-02842,VIV-02842,2026-07-01,Brasil,Vivienda,100,3,17.0,1605.0,1.0,0.6667,8.5163,255.49,2.5549,191.62,1044.33,BRL,0.1253,0.1222,0.2193,0.5332,noche,Eficiente
REG-02843,VIV-02843,2026-07-01,Brasil,Vivienda,92,3,24.0,1880.0,1.0,0.3333,12.5297,375.89,4.0858,281.92,1536.46,BRL,0.0893,0.1256,0.2065,0.5787,noche,Ineficiente
REG-02844,VIV-02844,2026-07-01,Colombia,Vivienda,114,4,20.0,1820.0,1.0,0.3333,13.0403,391.21,3.4317,293.41,1202981.0,COP,0.151,0.1716,0.2274,0.4501,noche,Ineficiente
REG-02845,VIV-02845,2026-07-01,Colombia,Vivienda,70,6,18.0,1620.0,1.0,0.6667,7.7377,232.13,3.3161,174.1,713810.0,COP,0.1497,0.1464,0.2799,0.424,noche,Eficiente
REG-02846,COM-02846,2026-07-01,Chile,Comercio,128,9,45.0,5545.0,1.0,0.75,70.748,2122.44,16.5816,1591.83,1464483.6,CLP,0.0607,0.4378,0.4489,0.0526,tarde,Moderado
REG-02847,VIV-02847,2026-07-01,Argentina,Vivienda,156,4,28.0,1770.0,1.0,0.6667,10.094,302.82,1.9412,227.12,215764.0,ARS,0.1575,0.1984,0.181,0.4632,noche,Moderado
REG-02848,COM-02848,2026-07-01,Brasil,Comercio,105,6,60.0,6815.0,1.0,0.5,71.884,2156.52,20.5383,1617.39,8814.78,BRL,0.0814,0.4078,0.3914,0.1194,manana,Moderado
REG-02849,VIV-02849,2026-07-01,Mexico,Vivienda,99,1,24.0,1880.0,1.0,0.3333,13.4177,402.53,4.066,301.9,5585.15,MXN,0.1289,0.1729,0.2577,0.4405,noche,Ineficiente
REG-02850,COM-02850,2026-07-01,Colombia,Comercio,62,12,50.0,4555.0,1.0,1.0,38.0463,1141.39,18.4095,856.04,3509764.0,COP,0.1016,0.3615,0.3701,0.1668,tarde,Moderado
REG-02851,VIV-02851,2026-07-01,Peru,Vivienda,88,5,30.0,1800.0,1.0,0.6667,9.396,281.88,3.2032,211.41,792.79,PEN,0.1257,0.2035,0.1901,0.4807,noche,Moderado
REG-02852,VIV-02852,2026-07-01,Colombia,Vivienda,119,5,23.0,1865.0,1.0,0.3333,12.6067,378.2,3.1782,283.65,1162965.0,COP,0.1251,0.1444,0.1841,0.5464,noche,Ineficiente
REG-02853,VIV-02853,2026-07-01,Peru,Vivienda,112,4,18.0,1790.0,1.0,0.3333,12.2327,366.98,3.2766,275.24,1032.15,PEN,0.1338,0.1455,0.278,0.4427,noche,Moderado
REG-02854,VIV-02854,2026-07-01,Mexico,Vivienda,104,3,18.0,1620.0,1.0,0.6667,7.9007,237.02,2.279,177.77,3288.75,MXN,0.0971,0.1882,0.2144,0.5003,noche,Eficiente
REG-02855,VIV-02855,2026-07-01,Chile,Vivienda,156,4,21.0,1665.0,1.0,0.6667,8.702,261.06,1.6735,195.8,180136.0,CLP,0.1417,0.2059,0.2,0.4524,noche,Eficiente
REG-02856,VIV-02856,2026-07-01,Brasil,Vivienda,42,6,12.0,1530.0,1.0,0.6667,7.503,225.09,5.3593,168.82,920.07,BRL,0.1516,0.1764,0.2779,0.3941,noche,Eficiente
REG-02857,COM-02857,2026-07-01,Peru,Comercio,68,5,42.0,8595.0,1.0,0.75,87.449,2623.47,38.5804,1967.6,7378.5,PEN,0.0758,0.4444,0.4495,0.0303,tarde,Ineficiente
REG-02858,VIV-02858,2026-07-01,Chile,Vivienda,82,4,13.0,1715.0,1.0,0.3333,11.4377,343.13,4.1845,257.35,236762.0,CLP,0.143,0.1442,0.2179,0.4949,noche,Moderado
REG-02859,VIV-02859,2026-07-01,Argentina,Vivienda,76,3,32.0,1830.0,1.0,0.6667,9.6437,289.31,3.8067,216.98,206131.0,ARS,0.1217,0.1378,0.2244,0.5162,noche,Moderado
REG-02860,VIV-02860,2026-07-01,Argentina,Vivienda,95,2,28.0,1940.0,1.0,0.3333,14.6383,439.15,4.6226,329.36,312892.0,ARS,0.121,0.2035,0.2429,0.4326,noche,Ineficiente
REG-02861,COM-02861,2026-07-01,Chile,Comercio,116,6,66.0,9825.0,1.0,0.75,112.368,3371.04,29.0607,2528.28,2326017.6,CLP,0.0607,0.4151,0.4185,0.1057,tarde,Ineficiente
REG-02862,VIV-02862,2026-07-01,Mexico,Vivienda,113,2,20.0,1820.0,1.0,0.3333,11.928,357.84,3.1667,268.38,4965.03,MXN,0.0985,0.2039,0.1902,0.5075,noche,Moderado
REG-02863,VIV-02863,2026-07-01,Argentina,Vivienda,74,5,28.0,1770.0,1.0,0.6667,9.205,276.15,3.7318,207.11,196754.5,ARS,0.0844,0.1395,0.2072,0.5689,noche,Eficiente
REG-02864,VIV-02864,2026-07-01,Argentina,Vivienda,137,3,31.0,1815.0,1.0,0.6667,9.7783,293.35,2.1412,220.01,209009.5,ARS,0.0931,0.1455,0.2126,0.5488,noche,Moderado
REG-02865,VIV-02865,2026-07-01,Chile,Vivienda,99,1,19.0,1635.0,1.0,0.6667,9.032,270.96,2.737,203.22,186962.4,CLP,0.0952,0.1306,0.1961,0.5782,noche,Eficiente
REG-02866,VIV-02866,2026-07-01,Mexico,Vivienda,103,5,18.0,1620.0,1.0,0.6667,8.0737,242.21,2.3516,181.66,3360.71,MXN,0.1307,0.1306,0.2171,0.5216,noche,Eficiente
REG-02867,VIV-02867,2026-07-01,Peru,Vivienda,107,2,20.0,1650.0,1.0,0.6667,9.0387,271.16,2.5342,203.37,762.64,PEN,0.1209,0.1383,0.2565,0.4842,noche,Eficiente
REG-02868,VIV-02868,2026-07-01,Argentina,Vivienda,130,5,14.0,1560.0,1.0,0.6667,8.163,244.89,1.8838,183.67,174486.5,ARS,0.1439,0.2119,0.2688,0.3754,noche,Eficiente
REG-02869,VIV-02869,2026-07-01,Argentina,Vivienda,67,2,14.0,1730.0,1.0,0.3333,11.307,339.21,5.0628,254.41,241689.5,ARS,0.1169,0.1253,0.1921,0.5656,noche,Moderado
REG-02870,VIV-02870,2026-07-01,Colombia,Vivienda,80,5,31.0,1815.0,1.0,0.6667,11.179,335.37,4.1921,251.53,1031273.0,COP,0.1589,0.1782,0.2646,0.3983,noche,Moderado
REG-02871,VIV-02871,2026-07-01,Chile,Vivienda,78,4,12.0,1530.0,1.0,0.6667,7.8343,235.03,3.0132,176.27,162168.4,CLP,0.0974,0.1551,0.1994,0.5481,noche,Eficiente
REG-02872,VIV-02872,2026-07-01,Mexico,Vivienda,106,3,14.0,1730.0,1.0,0.3333,11.8777,356.33,3.3616,267.25,4944.12,MXN,0.1127,0.1913,0.1881,0.508,noche,Moderado
REG-02873,VIV-02873,2026-07-01,Mexico,Vivienda,55,5,17.0,1605.0,1.0,0.6667,7.7197,231.59,4.2107,173.69,3213.26,MXN,0.0841,0.2051,0.2729,0.4379,noche,Eficiente
REG-02874,VIV-02874,2026-07-01,Colombia,Vivienda,64,1,20.0,1820.0,1.0,0.3333,13.135,394.05,6.157,295.54,1211714.0,COP,0.1424,0.1924,0.2767,0.3884,noche,Ineficiente
REG-02875,VIV-02875,2026-07-01,Colombia,Vivienda,60,3,18.0,1790.0,1.0,0.3333,12.9913,389.74,6.4957,292.31,1198471.0,COP,0.1571,0.2047,0.1812,0.457,noche,Ineficiente
REG-02876,VIV-02876,2026-07-01,Colombia,Vivienda,102,2,22.0,1680.0,1.0,0.6667,8.568,257.04,2.52,192.78,790398.0,COP,0.0911,0.1587,0.1982,0.5521,noche,Eficiente
REG-02877,COM-02877,2026-07-01,Mexico,Comercio,190,2,57.0,5495.0,1.0,1.0,49.8707,1496.12,7.8743,1122.09,20758.66,MXN,0.0737,0.4225,0.382,0.1218,manana,Eficiente
REG-02878,VIV-02878,2026-07-01,Brasil,Vivienda,89,4,27.0,1925.0,1.0,0.3333,13.1287,393.86,4.4254,295.39,1609.88,BRL,0.0998,0.2088,0.182,0.5094,noche,Ineficiente
REG-02879,COM-02879,2026-07-01,Mexico,Comercio,58,10,71.0,10440.0,1.0,0.75,114.2123,3426.37,59.0753,2569.78,47540.93,MXN,0.0902,0.3947,0.3951,0.1199,tarde,Ineficiente
REG-02880,VIV-02880,2026-07-01,Mexico,Vivienda,71,6,29.0,1955.0,1.0,0.3333,14.6957,440.87,6.2094,330.65,6117.02,MXN,0.1223,0.1328,0.246,0.4989,noche,Ineficiente
REG-02881,VIV-02881,2026-07-01,Argentina,Vivienda,42,5,19.0,1805.0,1.0,0.3333,11.8143,354.43,8.4388,265.82,252529.0,ARS,0.1394,0.1386,0.1977,0.5243,noche,Moderado
REG-02882,COM-02882,2026-07-01,Colombia,Comercio,109,10,53.0,6515.0,1.0,1.0,56.317,1689.51,15.5001,1267.13,5195233.0,COP,0.0525,0.3876,0.4395,0.1204,tarde,Moderado
REG-02883,VIV-02883,2026-07-01,Argentina,Vivienda,45,4,24.0,1710.0,1.0,0.6667,10.037,301.11,6.6913,225.83,214538.5,ARS,0.1552,0.1432,0.2673,0.4343,noche,Moderado
REG-02884,COM-02884,2026-07-01,Colombia,Comercio,39,12,52.0,10425.0,1.0,0.75,113.0233,3390.7,86.941,2543.02,10426382.0,COP,0.0906,0.3924,0.363,0.154,manana,Ineficiente
REG-02885,VIV-02885,2026-07-01,Mexico,Vivienda,156,6,18.0,1790.0,1.0,0.3333,12.1057,363.17,2.328,272.38,5039.03,MXN,0.1549,0.1469,0.2056,0.4926,noche,Moderado
REG-02886,VIV-02886,2026-07-01,Peru,Vivienda,86,5,19.0,1635.0,1.0,0.6667,8.7697,263.09,3.0592,197.32,739.95,PEN,0.1506,0.1969,0.2273,0.4252,noche,Eficiente
REG-02887,VIV-02887,2026-07-01,Mexico,Vivienda,68,5,23.0,1695.0,1.0,0.6667,9.8463,295.39,4.344,221.54,4098.49,MXN,0.1278,0.1607,0.1899,0.5216,noche,Moderado
REG-02888,VIV-02888,2026-07-01,Peru,Vivienda,99,5,13.0,1545.0,1.0,0.6667,8.0737,242.21,2.4466,181.66,681.23,PEN,0.086,0.1545,0.2442,0.5152,noche,Eficiente
REG-02889,COM-02889,2026-07-01,Colombia,Comercio,63,7,43.0,7430.0,1.0,0.5,87.36,2620.8,41.6,1965.6,8058960.0,COP,0.1124,0.3784,0.4089,0.1002,tarde,Ineficiente
REG-02890,VIV-02890,2026-07-01,Brasil,Vivienda,40,2,12.0,1530.0,1.0,0.6667,7.6697,230.09,5.7522,172.57,940.51,BRL,0.128,0.14,0.1888,0.5432,noche,Eficiente
REG-02891,COM-02891,2026-07-01,Mexico,Comercio,176,4,36.0,3265.0,1.0,1.0,27.7157,831.47,4.7243,623.6,11536.6,MXN,0.0588,0.4313,0.4464,0.0635,tarde,Eficiente
REG-02892,VIV-02892,2026-07-01,Mexico,Vivienda,154,6,16.0,1760.0,1.0,0.3333,12.2897,368.69,2.3941,276.52,5115.62,MXN,0.1456,0.1575,0.2746,0.4223,noche,Moderado
REG-02893,VIV-02893,2026-07-01,Mexico,Vivienda,132,2,16.0,1590.0,1.0,0.6667,8.1297,243.89,1.8477,182.92,3384.02,MXN,0.0996,0.1813,0.255,0.4641,noche,Eficiente
REG-02894,VIV-02894,2026-07-01,Brasil,Vivienda,132,6,19.0,1805.0,1.0,0.3333,12.3013,369.04,2.7958,276.78,1508.45,BRL,0.137,0.1926,0.1897,0.4807,noche,Moderado
REG-02895,VIV-02895,2026-07-01,Brasil,Vivienda,98,2,26.0,1740.0,1.0,0.6667,8.8847,266.54,2.7198,199.91,1089.51,BRL,0.1297,0.1865,0.2556,0.4282,noche,Eficiente
REG-02896,COM-02896,2026-07-01,Chile,Comercio,60,7,62.0,4795.0,1.0,0.75,53.0687,1592.06,26.5343,1194.05,1098526.0,CLP,0.0549,0.4135,0.3984,0.1331,manana,Ineficiente
REG-02897,VIV-02897,2026-07-01,Brasil,Vivienda,154,6,20.0,1820.0,1.0,0.3333,11.9173,357.52,2.3216,268.14,1461.36,BRL,0.1215,0.1793,0.2038,0.4954,noche,Moderado
REG-02898,VIV-02898,2026-07-01,Argentina,Vivienda,70,1,28.0,1940.0,1.0,0.3333,12.6413,379.24,5.4177,284.43,270208.5,ARS,0.133,0.2125,0.1981,0.4565,noche,Ineficiente
REG-02899,VIV-02899,2026-07-01,Colombia,Vivienda,57,5,32.0,2000.0,1.0,0.3333,14.43,432.9,7.5947,324.67,1331147.0,COP,0.1361,0.1639,0.1823,0.5177,noche,Ineficiente
REG-02900,VIV-02900,2026-07-01,Peru,Vivienda,106,1,30.0,1800.0,1.0,0.6667,10.4753,314.26,2.9647,235.69,883.84,PEN,0.0819,0.205,0.2684,0.4447,noche,Moderado
REG-02901,COM-02901,2026-07-01,Colombia,Comercio,188,11,45.0,5815.0,1.0,0.75,72.0227,2160.68,11.493,1620.51,6644091.0,COP,0.1199,0.4333,0.4114,0.0354,manana,Eficiente
REG-02902,VIV-02902,2026-07-01,Mexico,Vivienda,89,5,19.0,1805.0,1.0,0.3333,12.9847,389.54,4.3769,292.16,5404.96,MXN,0.1107,0.1397,0.2774,0.4723,noche,Ineficiente
REG-02903,VIV-02903,2026-07-01,Mexico,Vivienda,52,2,23.0,1865.0,1.0,0.3333,12.8367,385.1,7.4058,288.83,5343.35,MXN,0.1211,0.1438,0.2167,0.5183,noche,Ineficiente
REG-02904,VIV-02904,2026-07-01,Chile,Vivienda,62,1,25.0,1725.0,1.0,0.6667,9.0387,271.16,4.3735,203.37,187100.4,CLP,0.1574,0.2074,0.2088,0.4264,noche,Eficiente
REG-02905,VIV-02905,2026-07-01,Mexico,Vivienda,103,5,31.0,1985.0,1.0,0.3333,15.3983,461.95,4.485,346.46,6409.51,MXN,0.1489,0.1961,0.245,0.4099,noche,Ineficiente
REG-02906,COM-02906,2026-07-01,Peru,Comercio,162,12,42.0,7355.0,1.0,0.5,75.88,2276.4,14.0519,1707.3,6402.38,PEN,0.1082,0.3691,0.3681,0.1547,manana,Moderado
REG-02907,VIV-02907,2026-07-01,Brasil,Vivienda,111,1,25.0,1895.0,1.0,0.3333,13.726,411.78,3.7097,308.83,1683.12,BRL,0.1155,0.1893,0.2571,0.4381,noche,Ineficiente
REG-02908,COM-02908,2026-07-01,Colombia,Comercio,151,11,47.0,6560.0,1.0,1.0,58.303,1749.09,11.5834,1311.82,5378462.0,COP,0.0983,0.4143,0.4362,0.0512,tarde,Eficiente
REG-02909,VIV-02909,2026-07-01,Chile,Vivienda,127,6,32.0,2000.0,1.0,0.3333,15.2807,458.42,3.6096,343.81,316305.2,CLP,0.1345,0.2052,0.2193,0.4411,noche,Ineficiente
REG-02910,VIV-02910,2026-07-01,Mexico,Vivienda,58,6,25.0,1895.0,1.0,0.3333,13.1083,393.25,6.7802,294.94,5456.39,MXN,0.1244,0.1795,0.2314,0.4647,noche,Ineficiente
REG-02911,VIV-02911,2026-07-01,Chile,Vivienda,58,4,13.0,1545.0,1.0,0.6667,7.864,235.92,4.0676,176.94,162784.8,CLP,0.1433,0.1863,0.2675,0.4029,noche,Eficiente
REG-02912,COM-02912,2026-07-01,Argentina,Comercio,51,8,63.0,7130.0,1.0,0.75,72.5197,2175.59,42.6586,1631.69,1550105.5,ARS,0.1112,0.4055,0.3599,0.1234,manana,Ineficiente
REG-02913,COM-02913,2026-07-01,Colombia,Comercio,95,11,67.0,9780.0,1.0,0.5,98.3533,2950.6,31.0589,2212.95,9073095.0,COP,0.0791,0.3998,0.4446,0.0765,tarde,Ineficiente
REG-02914,VIV-02914,2026-07-01,Brasil,Vivienda,46,6,27.0,1755.0,1.0,0.6667,10.4737,314.21,6.8307,235.66,1284.35,BRL,0.1165,0.179,0.2625,0.442,noche,Moderado
REG-02915,VIV-02915,2026-07-01,Colombia,Vivienda,98,2,13.0,1715.0,1.0,0.3333,12.1257,363.77,3.7119,272.83,1118603.0,COP,0.1545,0.1876,0.1816,0.4763,noche,Moderado
REG-02916,COM-02916,2026-07-01,Brasil,Comercio,90,10,51.0,8670.0,1.0,0.6667,77.4077,2322.23,25.8026,1741.67,9492.1,BRL,0.08,0.437,0.4088,0.0742,manana,Ineficiente
REG-02917,VIV-02917,2026-07-01,Peru,Vivienda,71,3,32.0,1830.0,1.0,0.6667,9.549,286.47,4.0348,214.85,805.69,PEN,0.1302,0.2175,0.2629,0.3893,noche,Moderado
REG-02918,VIV-02918,2026-07-01,Brasil,Vivienda,72,4,15.0,1575.0,1.0,0.6667,7.6,228.0,3.1667,171.0,931.95,BRL,0.0944,0.1751,0.2248,0.5056,noche,Eficiente
REG-02919,VIV-02919,2026-07-01,Argentina,Vivienda,47,2,28.0,1770.0,1.0,0.6667,9.6767,290.3,6.1766,217.73,206843.5,ARS,0.1399,0.2075,0.2388,0.4138,noche,Moderado
REG-02920,VIV-02920,2026-07-01,Chile,Vivienda,100,5,16.0,1590.0,1.0,0.6667,7.9553,238.66,2.3866,179.0,164680.0,CLP,0.1131,0.1285,0.2425,0.5159,noche,Eficiente
REG-02921,COM-02921,2026-07-01,Colombia,Comercio,76,8,53.0,4795.0,1.0,0.5,51.8957,1556.87,20.4851,1167.65,4787365.0,COP,0.117,0.3672,0.4418,0.074,tarde,Moderado
REG-02922,VIV-02922,2026-07-01,Mexico,Vivienda,108,5,14.0,1730.0,1.0,0.3333,12.1927,365.78,3.3869,274.33,5075.1,MXN,0.108,0.1279,0.2092,0.555,noche,Moderado
REG-02923,COM-02923,2026-07-01,Colombia,Comercio,50,8,56.0,4105.0,1.0,1.0,35.9,1077.0,21.54,807.75,3311775.0,COP,0.0856,0.3654,0.4322,0.1169,tarde,Moderado
REG-02924,VIV-02924,2026-07-01,Brasil,Vivienda,105,1,14.0,1730.0,1.0,0.3333,11.3897,341.69,3.2542,256.27,1396.67,BRL,0.0884,0.1384,0.2376,0.5356,noche,Moderado
REG-02925,COM-02925,2026-07-01,Mexico,Comercio,142,10,32.0,6200.0,1.0,0.6667,53.559,1606.77,11.3153,1205.08,22293.98,MXN,0.0724,0.375,0.425,0.1276,tarde,Eficiente
REG-02926,VIV-02926,2026-07-01,Argentina,Vivienda,97,5,23.0,1695.0,1.0,0.6667,8.0573,241.72,2.492,181.29,172225.5,ARS,0.1072,0.1307,0.2026,0.5595,noche,Eficiente
REG-02927,VIV-02927,2026-07-01,Mexico,Vivienda,77,5,22.0,1850.0,1.0,0.3333,12.996,389.88,5.0634,292.41,5409.59,MXN,0.1563,0.1553,0.2075,0.4809,noche,Ineficiente
REG-02928,VIV-02928,2026-07-01,Peru,Vivienda,48,1,12.0,1530.0,1.0,0.6667,7.8767,236.3,4.9229,177.23,664.61,PEN,0.15,0.1372,0.1893,0.5235,noche,Eficiente
REG-02929,COM-02929,2026-07-01,Colombia,Comercio,90,7,34.0,5825.0,1.0,0.6667,51.7987,1553.96,17.2662,1165.47,4778427.0,COP,0.1138,0.4385,0.3608,0.0868,manana,Moderado
REG-02930,COM-02930,2026-07-01,Mexico,Comercio,168,12,44.0,8835.0,1.0,0.6667,76.845,2305.35,13.7223,1729.01,31986.69,MXN,0.0979,0.3866,0.4247,0.0908,tarde,Moderado
REG-02931,COM-02931,2026-07-01,Argentina,Comercio,191,3,51.0,7725.0,1.0,1.0,67.5697,2027.09,10.613,1520.32,1444304.0,ARS,0.1087,0.4094,0.4466,0.0353,tarde,Eficiente
REG-02932,COM-02932,2026-07-01,Chile,Comercio,39,4,28.0,6800.0,1.0,0.5,82.488,2474.64,63.4523,1855.98,1707501.6,CLP,0.0634,0.4459,0.3844,0.1063,manana,Ineficiente
REG-02933,VIV-02933,2026-07-01,Brasil,Vivienda,102,2,31.0,1815.0,1.0,0.6667,8.9343,268.03,2.6277,201.02,1095.56,BRL,0.0842,0.1628,0.2624,0.4906,noche,Eficiente
REG-02934,VIV-02934,2026-07-01,Mexico,Vivienda,90,3,26.0,1740.0,1.0,0.6667,9.342,280.26,3.114,210.19,3888.51,MXN,0.1451,0.2148,0.2131,0.4269,noche,Moderado
REG-02935,VIV-02935,2026-07-01,Colombia,Vivienda,67,1,17.0,1605.0,1.0,0.6667,7.8413,235.24,3.511,176.43,723363.0,COP,0.1266,0.1908,0.2409,0.4417,noche,Eficiente
REG-02936,VIV-02936,2026-07-01,Argentina,Vivienda,142,2,26.0,1740.0,1.0,0.6667,9.144,274.32,1.9318,205.74,195453.0,ARS,0.1583,0.1413,0.2024,0.4979,noche,Eficiente
REG-02937,COM-02937,2026-07-01,Brasil,Comercio,163,10,67.0,8910.0,1.0,1.0,80.059,2401.77,14.7348,1801.33,9817.25,BRL,0.0591,0.4002,0.3984,0.1423,manana,Moderado
REG-02938,VIV-02938,2026-07-01,Argentina,Vivienda,73,3,25.0,1725.0,1.0,0.6667,9.9703,299.11,4.0974,224.33,213113.5,ARS,0.1015,0.1937,0.1859,0.5189,noche,Moderado
REG-02939,VIV-02939,2026-07-01,Colombia,Vivienda,68,5,16.0,1590.0,1.0,0.6667,7.6487,229.46,3.3744,172.09,705569.0,COP,0.0953,0.1986,0.2573,0.4487,noche,Eficiente
REG-02940,VIV-02940,2026-07-01,Mexico,Vivienda,125,4,20.0,1820.0,1.0,0.3333,13.0027,390.08,3.1206,292.56,5412.36,MXN,0.1058,0.1206,0.1971,0.5764,noche,Ineficiente
REG-02941,VIV-02941,2026-07-01,Brasil,Vivienda,81,3,23.0,1695.0,1.0,0.6667,9.459,283.77,3.5033,212.83,1159.92,BRL,0.1355,0.1534,0.2143,0.4968,noche,Moderado
REG-02942,COM-02942,2026-07-01,Peru,Comercio,186,7,66.0,7775.0,1.0,0.5,91.5817,2747.45,14.7712,2060.59,7727.21,PEN,0.0662,0.3581,0.4487,0.127,tarde,Moderado
REG-02943,VIV-02943,2026-07-01,Argentina,Vivienda,76,4,19.0,1805.0,1.0,0.3333,11.7837,353.51,4.6514,265.13,251873.5,ARS,0.1098,0.1769,0.2111,0.5022,noche,Moderado
REG-02944,VIV-02944,2026-07-01,Argentina,Vivienda,99,6,16.0,1590.0,1.0,0.6667,7.4933,224.8,2.2707,168.6,160170.0,ARS,0.1037,0.1853,0.2094,0.5016,noche,Eficiente
REG-02945,VIV-02945,2026-07-01,Argentina,Vivienda,91,3,19.0,1635.0,1.0,0.6667,8.596,257.88,2.8338,193.41,183739.5,ARS,0.0848,0.2145,0.2382,0.4625,noche,Eficiente
REG-02946,VIV-02946,2026-07-01,Argentina,Vivienda,112,3,16.0,1590.0,1.0,0.6667,8.6357,259.07,2.3131,194.3,184585.0,ARS,0.1477,0.2022,0.2797,0.3703,noche,Eficiente
REG-02947,VIV-02947,2026-07-01,Colombia,Vivienda,102,2,13.0,1715.0,1.0,0.3333,11.436,343.08,3.3635,257.31,1054971.0,COP,0.1031,0.1959,0.1854,0.5156,noche,Moderado
REG-02948,VIV-02948,2026-07-01,Argentina,Vivienda,81,4,28.0,1940.0,1.0,0.3333,12.8987,386.96,4.7773,290.22,275709.0,ARS,0.0993,0.1627,0.2405,0.4975,noche,Ineficiente
REG-02949,VIV-02949,2026-07-01,Brasil,Vivienda,59,5,23.0,1865.0,1.0,0.3333,12.3957,371.87,6.3029,278.9,1520.0,BRL,0.1095,0.1837,0.2029,0.5039,noche,Ineficiente
REG-02950,VIV-02950,2026-07-01,Chile,Vivienda,104,5,23.0,1695.0,1.0,0.6667,9.4053,282.16,2.7131,211.62,194690.4,CLP,0.1562,0.2015,0.2602,0.3821,noche,Moderado
REG-02951,COM-02951,2026-07-01,Peru,Comercio,71,2,46.0,8985.0,1.0,0.5,104.3753,3131.26,44.1023,2348.45,8806.69,PEN,0.0861,0.3587,0.4064,0.1488,tarde,Ineficiente
REG-02952,VIV-02952,2026-07-01,Peru,Vivienda,126,2,24.0,1710.0,1.0,0.6667,8.8987,266.96,2.1187,200.22,750.83,PEN,0.0956,0.1817,0.1826,0.5402,noche,Eficiente
REG-02953,VIV-02953,2026-07-01,Mexico,Vivienda,74,6,23.0,1695.0,1.0,0.6667,9.5253,285.76,3.8616,214.32,3964.92,MXN,0.1461,0.1711,0.2702,0.4126,noche,Moderado
REG-02954,VIV-02954,2026-07-01,Chile,Vivienda,78,6,18.0,1790.0,1.0,0.3333,13.0103,390.31,5.004,292.73,269311.6,CLP,0.1397,0.1672,0.2752,0.4178,noche,Ineficiente
REG-02955,VIV-02955,2026-07-01,Colombia,Vivienda,84,5,15.0,1575.0,1.0,0.6667,7.4363,223.09,2.6558,167.32,686012.0,COP,0.1356,0.1393,0.1881,0.537,noche,Eficiente
REG-02956,VIV-02956,2026-07-01,Mexico,Vivienda,103,3,25.0,1895.0,1.0,0.3333,14.195,425.85,4.1345,319.39,5908.72,MXN,0.1231,0.1818,0.2477,0.4473,noche,Ineficiente
REG-02957,VIV-02957,2026-07-01,Peru,Vivienda,95,3,29.0,1785.0,1.0,0.6667,10.3443,310.33,3.2666,232.75,872.81,PEN,0.1423,0.1724,0.2287,0.4566,noche,Moderado
REG-02958,VIV-02958,2026-07-01,Colombia,Vivienda,115,1,27.0,1925.0,1.0,0.3333,13.4663,403.99,3.513,302.99,1242259.0,COP,0.099,0.1583,0.2063,0.5364,noche,Ineficiente
REG-02959,COM-02959,2026-07-01,Peru,Comercio,198,7,69.0,5635.0,1.0,0.75,71.5633,2146.9,10.8429,1610.18,6038.18,PEN,0.0706,0.3689,0.4304,0.1301,tarde,Eficiente
REG-02960,VIV-02960,2026-07-01,Brasil,Vivienda,70,5,17.0,1605.0,1.0,0.6667,7.9247,237.74,3.3963,178.31,971.79,BRL,0.1191,0.141,0.2281,0.5119,noche,Eficiente
REG-02961,COM-02961,2026-07-01,Colombia,Comercio,84,12,69.0,4840.0,1.0,0.6667,40.6933,1220.8,14.5333,915.6,3753960.0,COP,0.0788,0.3857,0.4227,0.1128,tarde,Moderado
