id_inmueble,tipo_establecimiento,superficie_m2,habitantes_empleados,pais_ubicacion
VIV-01318,Vivienda,147,4,Brasil
VIV-01319,Vivienda,61,4,Brasil
VIV-01320,Vivienda,78,3,Argentina
VIV-01321,Vivienda,115,3,Colombia
VIV-01322,Vivienda,82,5,Chile
COM-01323,Comercio,39,10,Brasil
VIV-01324,Vivienda,128,5,Peru
VIV-01325,Vivienda,80,2,Colombia
COM-01326,Comercio,118,6,Colombia
VIV-01327,Vivienda,94,2,Brasil
VIV-01328,Vivienda,121,5,Mexico
VIV-01329,Vivienda,92,2,Colombia
VIV-01330,Vivienda,97,6,Brasil
VIV-01331,Vivienda,106,2,Colombia
COM-01332,Comercio,124,10,Chile
VIV-01333,Vivienda,92,6,Peru
VIV-01334,Vivienda,99,2,Peru
VIV-01335,Vivienda,76,3,Brasil
VIV-01336,Vivienda,100,3,Brasil
COM-01337,Comercio,156,5,Peru
COM-01338,Comercio,130,7,Peru
VIV-01339,Vivienda,60,2,Peru
VIV-01340,Vivienda,104,6,Chile
COM-01341,Comercio,189,9,Peru
VIV-01342,Vivienda,83,3,Chile
VIV-01343,Vivienda,78,2,Mexico
VIV-01344,Vivienda,113,2,Brasil
COM-01345,Comercio,49,12,Peru
VIV-01346,Vivienda,82,3,Colombia
COM-01347,Comercio,84,4,Mexico
VIV-01348,Vivienda,40,6,Chile
VIV-01349,Vivienda,110,6,Argentina
VIV-01350,Vivienda,68,6,Colombia
COM-01351,Comercio,120,4,Peru
VIV-01352,Vivienda,98,6,Argentina
VIV-01353,Vivienda,54,2,Brasil
VIV-01354,Vivienda,97,3,Colombia
VIV-01355,Vivienda,62,6,Mexico
VIV-01356,Vivienda,147,1,Argentina
VIV-01357,Vivienda,65,5,Brasil
VIV-01358,Vivienda,81,2,Colombia
VIV-01359,Vivienda,107,5,Argentina
VIV-01360,Vivienda,87,6,Peru
COM-01361,Comercio,38,3,Peru
COM-01362,Comercio,54,2,Colombia
COM-01363,Comercio,142,3,Argentina
COM-01364,Comercio,184,12,Chile
VIV-01365,Vivienda,81,6,Colombia
VIV-01366,Vivienda,45,3,Brasil
VIV-01367,Vivienda,90,4,Colombia
VIV-01368,Vivienda,111,6,Mexico
VIV-01369,Vivienda,101,5,Mexico
COM-01370,Comercio,46,2,Colombia
VIV-01371,Vivienda,137,3,Argentina
COM-01372,Comercio,116,7,Chile
COM-01373,Comercio,110,12,Colombia
COM-01374,Comercio,52,11,Chile
VIV-01375,Vivienda,97,4,Brasil
VIV-01376,Vivienda,81,5,Chile
VIV-01377,Vivienda,67,1,Peru
COM-01378,Comercio,56,9,Brasil
COM-01379,Comercio,141,9,Argentina
COM-01380,Comercio,180,9,Colombia
VIV-01381,Vivienda,87,4,Mexico
VIV-01382,Vivienda,117,4,Chile
COM-01383,Comercio,160,12,Peru
VIV-01384,Vivienda,111,1,Argentina
VIV-01385,Vivienda,102,5,Chile
VIV-01386,Vivienda,108,4,Chile
VIV-01387,Vivienda,103,3,Colombia
VIV-01388,Vivienda,96,3,Colombia
COM-01389,Comercio,123,4,Argentina
VIV-01390,Vivienda,50,6,Argentina
VIV-01391,Vivienda,40,1,Argentina
VIV-01392,Vivienda,92,5,Peru
VIV-01393,Vivienda,89,4,Peru
VIV-01394,Vivienda,113,1,Argentina
VIV-01395,Vivienda,92,2,Peru
COM-01396,Comercio,34,10,Brasil
VIV-01397,Vivienda,135,2,Brasil
VIV-01398,Vivienda,145,2,Argentina
VIV-01399,Vivienda,103,4,Chile
COM-01400,Comercio,39,7,Brasil
VIV-01401,Vivienda,107,2,Colombia
COM-01402,Comercio,92,2,Chile
COM-01403,Comercio,69,6,Peru
VIV-01404,Vivienda,72,3,Colombia
VIV-01405,Vivienda,100,5,Argentina
VIV-01406,Vivienda,40,4,Colombia
VIV-01407,Vivienda,126,3,Brasil
VIV-01408,Vivienda,101,6,Chile
VIV-01409,Vivienda,105,1,Colombia
VIV-01410,Vivienda,67,5,Mexico
COM-01411,Comercio,68,3,Mexico
VIV-01412,Vivienda,68,5,Brasil
COM-01413,Comercio,41,7,Peru
VIV-01414,Vivienda,80,6,Argentina
VIV-01415,Vivienda,90,3,Colombia
VIV-01416,Vivienda,73,4,Argentina
VIV-01417,Vivienda,93,4,Colombia
VIV-01418,Vivienda,77,1,Peru
VIV-01419,Vivienda,83,6,Peru
VIV-01420,Vivienda,134,6,Peru
COM-01421,Comercio,165,11,Colombia
VIV-01422,Vivienda,92,3,Colombia
VIV-01423,Vivienda,81,5,Colombia
VIV-01424,Vivienda,105,5,Colombia
COM-01425,Comercio,64,6,Argentina
VIV-01426,Vivienda,71,4,Argentina
VIV-01427,Vivienda,75,4,Brasil
VIV-01428,Vivienda,40,3,Mexico
COM-01429,Comercio,94,3,Colombia
VIV-01430,Vivienda,81,2,Brasil
COM-01431,Comercio,120,11,Colombia
VIV-01432,Vivienda,83,1,Mexico
VIV-01433,Vivienda,150,2,Colombia
VIV-01434,Vivienda,51,4,Colombia
VIV-01435,Vivienda,87,3,Peru
COM-01436,Comercio,70,6,Colombia
COM-01437,Comercio,147,6,Chile
VIV-01438,Vivienda,121,5,Brasil
COM-01439,Comercio,145,6,Mexico
VIV-01440,Vivienda,82,6,Colombia
VIV-01441,Vivienda,100,2,Colombia
COM-01442,Comercio,177,6,Chile
COM-01443,Comercio,41,7,Argentina
VIV-01444,Vivienda,54,5,Chile
VIV-01445,Vivienda,59,2,Peru
VIV-01446,Vivienda,60,5,Argentina
COM-01447,Comercio,89,8,Colombia
COM-01448,Comercio,145,3,Brasil
VIV-01449,Vivienda,61,3,Colombia
COM-01450,Comercio,169,6,Peru
VIV-01451,Vivienda,117,5,Chile
VIV-01452,Vivienda,86,6,Peru
VIV-01453,Vivienda,83,2,Colombia
COM-01454,Comercio,80,12,Brasil
VIV-01455,Vivienda,86,6,Peru
COM-01456,Comercio,150,10,Brasil
VIV-01457,Vivienda,106,6,Mexico
COM-01458,Comercio,82,8,Peru
COM-01459,Comercio,48,12,Brasil
VIV-01460,Vivienda,69,3,Mexico
VIV-01461,Vivienda,50,4,Brasil
VIV-01462,Vivienda,62,1,Peru
COM-01463,Comercio,72,10,Peru
COM-01464,Comercio,115,6,Colombia
VIV-01465,Vivienda,116,4,Chile
VIV-01466,Vivienda,130,2,Peru
COM-01467,Comercio,198,3,Peru
VIV-01468,Vivienda,158,5,Mexico
VIV-01469,Vivienda,66,6,Peru
COM-01470,Comercio,181,5,Argentina
VIV-01471,Vivienda,48,1,Colombia
VIV-01472,Vivienda,116,1,Brasil
VIV-01473,Vivienda,98,3,Mexico
COM-01474,Comercio,188,12,Peru
VIV-01475,Vivienda,130,3,Chile
VIV-01476,Vivienda,53,2,Peru
COM-01477,Comercio,152,11,Mexico
VIV-01478,Vivienda,40,6,Chile
VIV-01479,Vivienda,102,3,Brasil
VIV-01480,Vivienda,100,6,Brasil
VIV-01481,Vivienda,53,4,Colombia
VIV-01482,Vivienda,73,1,Peru
COM-01483,Comercio,150,3,Argentina
VIV-01484,Vivienda,103,5,Mexico
COM-01485,Comercio,140,9,Chile
VIV-01486,Vivienda,83,3,Argentina
VIV-01487,Vivienda,88,6,Colombia
VIV-01488,Vivienda,111,4,Argentina
VIV-01489,Vivienda,109,4,Brasil
VIV-01490,Vivienda,82,6,Colombia
COM-01491,Comercio,128,9,Mexico
VIV-01492,Vivienda,108,2,Peru
VIV-01493,Vivienda,40,2,Colombia
VIV-01494,Vivienda,82,3,Chile
VIV-01495,Vivienda,109,3,Mexico
VIV-01496,Vivienda,62,4,Peru
VIV-01497,Vivienda,63,6,Argentina
VIV-01498,Vivienda,122,2,Mexico
COM-01499,Comercio,49,5,Argentina
VIV-01500,Vivienda,86,1,Argentina
VIV-01501,Vivienda,92,4,Mexico
VIV-01502,Vivienda,53,6,Argentina
COM-01503,Comercio,177,12,Peru
COM-01504,Comercio,88,2,Chile
VIV-01505,Vivienda,89,5,Peru
VIV-01506,Vivienda,44,2,Argentina
VIV-01507,Vivienda,77,2,Peru
VIV-01508,Vivienda,109,6,Brasil
VIV-01509,Vivienda,92,6,Colombia
VIV-01510,Vivienda,73,2,Colombia
VIV-01511,Vivienda,83,6,Brasil
COM-01512,Comercio,43,11,Colombia
COM-01513,Comercio,199,4,Argentina
VIV-01514,Vivienda,125,6,Argentina
VIV-01515,Vivienda,114,5,Mexico
COM-01516,Comercio,88,11,Peru
VIV-01517,Vivienda,75,2,Argentina
VIV-01518,Vivienda,107,3,Chile
COM-01519,Comercio,187,3,Mexico
COM-01520,Comercio,53,12,Mexico
VIV-01521,Vivienda,40,3,Colombia
VIV-01522,Vivienda,112,6,Brasil
COM-01523,Comercio,58,8,Mexico
COM-01524,Comercio,55,5,Colombia
VIV-01525,Vivienda,40,6,Argentina
VIV-01526,Vivienda,70,3,Peru
VIV-01527,Vivienda,103,6,Peru
VIV-01528,Vivienda,79,1,Colombia
VIV-01529,Vivienda,109,6,Colombia
VIV-01530,Vivienda,81,5,Mexico
VIV-01531,Vivienda,94,1,Peru
VIV-01532,Vivienda,76,3,Colombia
COM-01533,Comercio,56,6,Brasil
COM-01534,Comercio,154,4,Chile
VIV-01535,Vivienda,98,6,Chile
VIV-01536,Vivienda,140,4,Chile
COM-01537,Comercio,119,5,Chile
VIV-01538,Vivienda,89,2,Argentina
VIV-01539,Vivienda,54,4,Argentina
VIV-01540,Vivienda,65,1,Mexico
VIV-01541,Vivienda,62,3,Peru
VIV-01542,Vivienda,76,3,Mexico
VIV-01543,Vivienda,97,2,Colombia
VIV-01544,Vivienda,40,6,Brasil
VIV-01545,Vivienda,103,1,Peru
VIV-01546,Vivienda,48,2,Argentina
VIV-01547,Vivienda,70,6,Argentina
VIV-01548,Vivienda,130,1,Brasil
VIV-01549,Vivienda,95,3,Brasil
VIV-01550,Vivienda,137,1,Mexico
COM-01551,Comercio,73,5,Peru
VIV-01552,Vivienda,109,2,Peru
VIV-01553,Vivienda,67,1,Peru
VIV-01554,Vivienda,99,6,Brasil
COM-01555,Comercio,153,9,Peru
VIV-01556,Vivienda,69,1,Mexico
VIV-01557,Vivienda,76,4,Chile
VIV-01558,Vivienda,77,2,Mexico
VIV-01559,Vivienda,62,1,Peru
VIV-01560,Vivienda,151,2,Colombia
VIV-01561,Vivienda,78,4,Colombia
VIV-01562,Vivienda,101,4,Chile
COM-01563,Comercio,106,10,Peru
VIV-01564,Vivienda,55,2,Brasil
VIV-01565,Vivienda,87,4,Argentina
COM-01566,Comercio,169,8,Mexico
COM-01567,Comercio,39,6,Peru
COM-01568,Comercio,56,9,Chile
VIV-01569,Vivienda,75,4,Mexico
COM-01570,Comercio,157,9,Argentina
VIV-01571,Vivienda,83,3,Brasil
COM-01572,Comercio,94,5,Chile
COM-01573,Comercio,82,12,Colombia
COM-01574,Comercio,139,11,Colombia
COM-01575,Comercio,101,4,Peru
VIV-01576,Vivienda,43,2,Brasil
COM-01577,Comercio,99,10,Chile
COM-01578,Comercio,196,10,Colombia
VIV-01579,Vivienda,87,2,Peru
COM-01580,Comercio,33,7,Chile
VIV-01581,Vivienda,86,5,Brasil
COM-01582,Comercio,174,11,Peru
COM-01583,Comercio,37,10,Chile
COM-01584,Comercio,141,9,Colombia
VIV-01585,Vivienda,79,1,Chile
COM-01586,Comercio,131,11,Chile
VIV-01587,Vivienda,66,1,Argentina
COM-01588,Comercio,110,2,Chile
VIV-01589,Vivienda,68,5,Brasil
VIV-01590,Vivienda,99,1,Peru
COM-01591,Comercio,59,7,Mexico
VIV-01592,Vivienda,117,6,Colombia
VIV-01593,Vivienda,131,5,Mexico
VIV-01594,Vivienda,60,3,Argentina
VIV-01595,Vivienda,55,5,Peru
COM-01596,Comercio,93,9,Argentina
VIV-01597,Vivienda,80,5,Mexico
COM-01598,Comercio,157,11,Colombia
VIV-01599,Vivienda,88,3,Mexico
VIV-01600,Vivienda,40,4,Colombia
VIV-01601,Vivienda,129,3,Colombia
VIV-01602,Vivienda,125,6,Colombia
VIV-01603,Vivienda,133,2,Mexico
VIV-01604,Vivienda,70,4,Argentina
VIV-01605,Vivienda,72,2,Brasil
COM-01606,Comercio,197,2,Chile
COM-01607,Comercio,142,6,Mexico
VIV-01608,Vivienda,94,1,Colombia
COM-01609,Comercio,37,5,Colombia
VIV-01610,Vivienda,114,3,Brasil
VIV-01611,Vivienda,101,6,Argentina
VIV-01612,Vivienda,86,4,Argentina
VIV-01613,Vivienda,96,1,Colombia
VIV-01614,Vivienda,95,4,Peru
COM-01615,Comercio,127,12,Brasil
VIV-01616,Vivienda,108,3,Peru
VIV-01617,Vivienda,123,6,Brasil
VIV-01618,Vivienda,83,2,Peru
VIV-01619,Vivienda,77,3,Mexico
VIV-01620,Vivienda,135,6,Chile
VIV-01621,Vivienda,112,3,Mexico
VIV-01622,Vivienda,70,4,Mexico
VIV-01623,Vivienda,110,1,Chile
VIV-01624,Vivienda,66,1,Argentina
COM-01625,Comercio,174,5,Mexico
VIV-01626,Vivienda,100,3,Colombia
VIV-01627,Vivienda,106,2,Brasil
VIV-01628,Vivienda,101,6,Mexico
VIV-01629,Vivienda,139,6,Mexico
VIV-01630,Vivienda,40,1,Argentina
VIV-01631,Vivienda,121,3,Brasil
COM-01632,Comercio,43,2,Chile
VIV-01633,Vivienda,56,6,Argentina
COM-01634,Comercio,167,2,Peru
VIV-01635,Vivienda,122,6,Mexico
VIV-01636,Vivienda,80,3,Chile
VIV-01637,Vivienda,96,1,Brasil
VIV-01638,Vivienda,98,2,Chile
VIV-01639,Vivienda,88,5,Peru
VIV-01640,Vivienda,94,2,Colombia
VIV-01641,Vivienda,150,6,Colombia
VIV-01642,Vivienda,74,5,Chile
VIV-01643,Vivienda,105,3,Brasil
VIV-01644,Vivienda,83,4,Brasil
VIV-01645,Vivienda,96,3,Mexico
COM-01646,Comercio,99,7,Argentina
VIV-01647,Vivienda,82,1,Colombia
VIV-01648,Vivienda,67,2,Peru
VIV-01649,Vivienda,109,6,Peru
VIV-01650,Vivienda,79,4,Colombia
VIV-01651,Vivienda,95,3,Argentina
COM-01652,Comercio,114,3,Colombia
COM-01653,Comercio,154,12,Argentina
VIV-01654,Vivienda,104,5,Colombia
VIV-01655,Vivienda,86,3,Chile
VIV-01656,Vivienda,86,2,Chile
COM-01657,Comercio,171,7,Chile
VIV-01658,Vivienda,62,3,Brasil
VIV-01659,Vivienda,78,1,Chile
VIV-01660,Vivienda,64,3,Argentina
VIV-01661,Vivienda,105,5,Brasil
VIV-01662,Vivienda,83,1,Peru
VIV-01663,Vivienda,127,3,Argentina
VIV-01664,Vivienda,97,4,Brasil
VIV-01665,Vivienda,89,3,Peru
VIV-01666,Vivienda,118,3,Peru
VIV-01667,Vivienda,103,2,Peru
VIV-01668,Vivienda,114,3,Brasil
VIV-01669,Vivienda,89,6,Colombia
VIV-01670,Vivienda,59,4,Brasil
VIV-01671,Vivienda,73,3,Chile
VIV-01672,Vivienda,136,4,Brasil
VIV-01673,Vivienda,86,5,Mexico
COM-01674,Comercio,46,2,Peru
VIV-01675,Vivienda,89,2,Chile
VIV-01676,Vivienda,87,4,Colombia
COM-01677,Comercio,159,5,Brasil
VIV-01678,Vivienda,127,3,Mexico
COM-01679,Comercio,60,2,Peru
VIV-01680,Vivienda,57,4,Mexico
VIV-01681,Vivienda,136,6,Chile
VIV-01682,Vivienda,108,1,Chile
VIV-01683,Vivienda,92,4,Peru
COM-01684,Comercio,50,10,Peru
VIV-01685,Vivienda,59,5,Brasil
VIV-01686,Vivienda,62,2,Colombia
VIV-01687,Vivienda,74,2,Colombia
VIV-01688,Vivienda,110,5,Argentina
COM-01689,Comercio,130,11,Argentina
COM-01690,Comercio,152,11,Mexico
VIV-01691,Vivienda,87,4,Colombia
VIV-01692,Vivienda,47,3,Mexico
VIV-01693,Vivienda,106,4,Brasil
VIV-01694,Vivienda,103,5,Peru
COM-01695,Comercio,65,9,Mexico
VIV-01696,Vivienda,40,2,Colombia
COM-01697,Comercio,132,2,Colombia
COM-01698,Comercio,41,2,Mexico
VIV-01699,Vivienda,70,6,Argentina
COM-01700,Comercio,198,7,Argentina
COM-01701,Comercio,103,10,Peru
VIV-01702,Vivienda,40,5,Chile
VIV-01703,Vivienda,64,5,Chile
VIV-01704,Vivienda,88,5,Mexico
VIV-01705,Vivienda,95,4,Brasil
VIV-01706,Vivienda,116,4,Argentina
VIV-01707,Vivienda,80,2,Mexico
VIV-01708,Vivienda,130,4,Colombia
COM-01709,Comercio,50,7,Brasil
VIV-01710,Vivienda,67,3,Peru
COM-01711,Comercio,100,10,Argentina
VIV-01712,Vivienda,78,1,Peru
VIV-01713,Vivienda,111,2,Peru
VIV-01714,Vivienda,73,4,Peru
VIV-01715,Vivienda,97,5,Brasil
VIV-01716,Vivienda,64,2,Brasil
VIV-01717,Vivienda,68,6,Argentina
VIV-01718,Vivienda,66,5,Brasil
VIV-01719,Vivienda,112,6,Mexico
VIV-01720,Vivienda,88,3,Chile
VIV-01721,Vivienda,127,5,Chile
VIV-01722,Vivienda,50,1,Mexico
VIV-01723,Vivienda,91,6,Peru
VIV-01724,Vivienda,88,2,Peru
VIV-01725,Vivienda,65,2,Argentina
VIV-01726,Vivienda,85,2,Argentina
VIV-01727,Vivienda,105,4,Mexico
COM-01728,Comercio,55,2,Chile
VIV-01729,Vivienda,94,5,Peru
VIV-01730,Vivienda,121,5,Peru
VIV-01731,Vivienda,81,1,Chile
VIV-01732,Vivienda,119,6,Mexico
VIV-01733,Vivienda,74,5,Mexico
VIV-01734,Vivienda,58,5,Brasil
COM-01735,Comercio,194,2,Brasil
COM-01736,Comercio,130,8,Chile
VIV-01737,Vivienda,109,6,Brasil
COM-01738,Comercio,40,6,Argentina
COM-01739,Comercio,58,2,Peru
VIV-01740,Vivienda,120,6,Peru
VIV-01741,Vivienda,90,5,Brasil
VIV-01742,Vivienda,58,1,Brasil
VIV-01743,Vivienda,58,6,Chile
COM-01744,Comercio,68,11,Colombia
VIV-01745,Vivienda,118,2,Peru
COM-01746,Comercio,96,5,Argentina
VIV-01747,Vivienda,74,6,Mexico
VIV-01748,Vivienda,108,6,Brasil
VIV-01749,Vivienda,94,6,Chile
COM-01750,Comercio,111,2,Chile
VIV-01751,Vivienda,113,1,Argentina
VIV-01752,Vivienda,79,3,Brasil
VIV-01753,Vivienda,79,4,Brasil
VIV-01754,Vivienda,100,2,Colombia
VIV-01755,Vivienda,91,1,Mexico
VIV-01756,Vivienda,84,3,Colombia
VIV-01757,Vivienda,110,2,Colombia
COM-01758,Comercio,199,4,Mexico
VIV-01759,Vivienda,58,6,Colombia
VIV-01760,Vivienda,129,3,Argentina
VIV-01761,Vivienda,117,2,Peru
VIV-01762,Vivienda,58,5,Argentina
COM-01763,Comercio,30,10,Brasil
VIV-01764,Vivienda,40,2,Brasil
COM-01765,Comercio,141,4,Mexico
VIV-01766,Vivienda,70,1,Chile
COM-01767,Comercio,38,5,Mexico
VIV-01768,Vivienda,57,4,Mexico
VIV-01769,Vivienda,96,6,Mexico
COM-01770,Comercio,36,7,Chile
VIV-01771,Vivienda,119,1,Brasil
VIV-01772,Vivienda,105,5,Mexico
VIV-01773,Vivienda,125,6,Colombia
VIV-01774,Vivienda,81,2,Chile
VIV-01775,Vivienda,149,5,Peru
VIV-01776,Vivienda,72,4,Chile
VIV-01777,Vivienda,40,3,Argentina
VIV-01778,Vivienda,87,2,Chile
VIV-01779,Vivienda,61,4,Chile
COM-01780,Comercio,86,11,Mexico
VIV-01781,Vivienda,86,4,Argentina
VIV-01782,Vivienda,106,4,Argentina
VIV-01783,Vivienda,76,4,Brasil
VIV-01784,Vivienda,68,2,Chile
VIV-01785,Vivienda,80,2,Colombia
COM-01786,Comercio,56,7,Argentina
VIV-01787,Vivienda,77,2,Chile
VIV-01788,Vivienda,76,1,Peru
VIV-01789,Vivienda,67,2,Chile
VIV-01790,Vivienda,113,3,Chile
VIV-01791,Vivienda,121,6,Chile
COM-01792,Comercio,148,9,Argentina
VIV-01793,Vivienda,81,2,Brasil
VIV-01794,Vivienda,80,4,Argentina
COM-01795,Comercio,125,3,Chile
COM-01796,Comercio,129,6,Chile
COM-01797,Comercio,85,8,Argentina
VIV-01798,Vivienda,93,4,Chile
COM-01799,Comercio,126,9,Brasil
VIV-01800,Vivienda,67,4,Chile
VIV-01801,Vivienda,90,2,Chile
COM-01802,Comercio,117,3,Colombia
COM-01803,Comercio,68,5,Argentina
VIV-01804,Vivienda,75,5,Peru
VIV-01805,Vivienda,61,6,Mexico
VIV-01806,Vivienda,77,3,Brasil
VIV-01807,Vivienda,131,2,Mexico
VIV-01808,Vivienda,68,1,Argentina
VIV-01809,Vivienda,117,3,Mexico
VIV-01810,Vivienda,99,3,Mexico
COM-01811,Comercio,185,9,Mexico
COM-01812,Comercio,158,4,Brasil
VIV-01813,Vivienda,109,2,Chile
VIV-01814,Vivienda,94,2,Brasil
VIV-01815,Vivienda,96,3,Colombia
COM-01816,Comercio,108,6,Argentina
COM-01817,Comercio,86,10,Colombia
VIV-01818,Vivienda,115,2,Mexico
COM-01819,Comercio,48,2,Argentina
VIV-01820,Vivienda,76,3,Argentina
VIV-01821,Vivienda,148,4,Colombia
COM-01822,Comercio,108,10,Mexico
VIV-01823,Vivienda,74,3,Colombia
COM-01824,Comercio,59,7,Peru
VIV-01825,Vivienda,102,1,Brasil
VIV-01826,Vivienda,94,4,Brasil
VIV-01827,Vivienda,92,5,Colombia
VIV-01828,Vivienda,98,5,Brasil
VIV-01829,Vivienda,98,4,Chile
COM-01830,Comercio,76,8,Brasil
COM-01831,Comercio,198,4,Argentina
COM-01832,Comercio,98,7,Argentina
VIV-01833,Vivienda,101,4,Mexico
COM-01834,Comercio,121,6,Mexico
VIV-01835,Vivienda,123,4,Peru
VIV-01836,Vivienda,80,2,Mexico
VIV-01837,Vivienda,102,2,Argentina
VIV-01838,Vivienda,123,2,Peru
VIV-01839,Vivienda,116,1,Peru
VIV-01840,Vivienda,94,1,Mexico
COM-01841,Comercio,141,8,Colombia
COM-01842,Comercio,43,7,Mexico
VIV-01843,Vivienda,117,4,Chile
VIV-01844,Vivienda,85,2,Peru
VIV-01845,Vivienda,94,4,Mexico
VIV-01846,Vivienda,40,4,Colombia
VIV-01847,Vivienda,149,3,Colombia
COM-01848,Comercio,181,8,Colombia
VIV-01849,Vivienda,84,1,Brasil
VIV-01850,Vivienda,101,3,Mexico
VIV-01851,Vivienda,105,1,Peru
COM-01852,Comercio,94,12,Colombia
COM-01853,Comercio,119,2,Mexico
VIV-01854,Vivienda,100,1,Colombia
COM-01855,Comercio,80,11,Chile
COM-01856,Comercio,169,12,Mexico
COM-01857,Comercio,118,2,Chile
VIV-01858,Vivienda,75,1,Colombia
VIV-01859,Vivienda,66,4,Colombia
VIV-01860,Vivienda,99,3,Brasil
VIV-01861,Vivienda,77,5,Chile
VIV-01862,Vivienda,95,4,Chile
VIV-01863,Vivienda,57,2,Argentina
COM-01864,Comercio,53,9,Argentina
COM-01865,Comercio,42,9,Peru
COM-01866,Comercio,77,10,Mexico
VIV-01867,Vivienda,75,6,Mexico
COM-01868,Comercio,94,9,Brasil
VIV-01869,Vivienda,75,1,Chile
VIV-01870,Vivienda,107,5,Chile
VIV-01871,Vivienda,100,6,Colombia
COM-01872,Comercio,89,7,Chile
VIV-01873,Vivienda,74,2,Colombia
VIV-01874,Vivienda,62,4,Mexico
COM-01875,Comercio,154,6,Peru
VIV-01876,Vivienda,100,5,Peru
COM-01877,Comercio,58,4,Colombia
VIV-01878,Vivienda,100,3,Mexico
VIV-01879,Vivienda,105,2,Chile
COM-01880,Comercio,102,6,Brasil
VIV-01881,Vivienda,95,4,Brasil
VIV-01882,Vivienda,95,4,Mexico
VIV-01883,Vivienda,74,2,Mexico
VIV-01884,Vivienda,74,3,Peru
VIV-01885,Vivienda,112,6,Peru
VIV-01886,Vivienda,73,6,Brasil
VIV-01887,Vivienda,104,6,Argentina
COM-01888,Comercio,99,11,Argentina
VIV-01889,Vivienda,103,5,Chile
COM-01890,Comercio,69,2,Chile
VIV-01891,Vivienda,96,2,Brasil
COM-01892,Comercio,192,9,Argentina
VIV-01893,Vivienda,99,6,Mexico
VIV-01894,Vivienda,46,6,Argentina
VIV-01895,Vivienda,75,6,Colombia
COM-01896,Comercio,128,5,Chile
VIV-01897,Vivienda,43,5,Colombia
COM-01898,Comercio,196,6,Chile
VIV-01899,Vivienda,51,3,Colombia
COM-01900,Comercio,38,7,Brasil
VIV-01901,Vivienda,119,6,Chile
COM-01902,Comercio,95,4,Brasil
VIV-01903,Vivienda,121,5,Mexico
COM-01904,Comercio,152,11,Chile
VIV-01905,Vivienda,91,3,Brasil
VIV-01906,Vivienda,107,6,Argentina
VIV-01907,Vivienda,76,2,Argentina
COM-01908,Comercio,45,11,Peru
COM-01909,Comercio,184,5,Argentina
VIV-01910,Vivienda,112,4,Argentina
COM-01911,Comercio,126,3,Colombia
VIV-01912,Vivienda,76,5,Argentina
VIV-01913,Vivienda,77,2,Peru
VIV-01914,Vivienda,82,3,Colombia
VIV-01915,Vivienda,74,4,Chile
COM-01916,Comercio,41,2,Mexico
VIV-01917,Vivienda,106,3,Mexico
VIV-01918,Vivienda,54,2,Chile
VIV-01919,Vivienda,76,2,Peru
VIV-01920,Vivienda,130,4,Argentina
COM-01921,Comercio,40,3,Peru
VIV-01922,Vivienda,135,6,Chile
VIV-01923,Vivienda,88,3,Argentina
VIV-01924,Vivienda,82,4,Mexico
VIV-01925,Vivienda,68,2,Argentina
VIV-01926,Vivienda,77,4,Brasil
COM-01927,Comercio,77,12,Peru
COM-01928,Comercio,63,3,Brasil
VIV-01929,Vivienda,57,3,Mexico
VIV-01930,Vivienda,99,3,Peru
VIV-01931,Vivienda,85,6,Mexico
VIV-01932,Vivienda,119,1,Chile
VIV-01933,Vivienda,40,2,Brasil
VIV-01934,Vivienda,81,5,Brasil
VIV-01935,Vivienda,120,6,Brasil
COM-01936,Comercio,169,6,Peru
VIV-01937,Vivienda,131,1,Brasil
COM-01938,Comercio,134,4,Peru
VIV-01939,Vivienda,120,4,Colombia
VIV-01940,Vivienda,106,1,Argentina
VIV-01941,Vivienda,128,2,Brasil
VIV-01942,Vivienda,75,1,Mexico
VIV-01943,Vivienda,95,3,Brasil
VIV-01944,Vivienda,71,6,Peru
VIV-01945,Vivienda,95,1,Mexico
COM-01946,Comercio,38,4,Argentina
COM-01947,Comercio,52,4,Peru
COM-01948,Comercio,106,10,Mexico
VIV-01949,Vivienda,107,6,Peru
COM-01950,Comercio,154,5,Peru
COM-01951,Comercio,150,9,Brasil
COM-01952,Comercio,184,12,Chile
VIV-01953,Vivienda,51,5,Mexico
VIV-01954,Vivienda,91,1,Chile
COM-01955,Comercio,114,3,Peru
VIV-01956,Vivienda,82,1,Colombia
VIV-01957,Vivienda,61,3,Colombia
COM-01958,Comercio,198,10,Colombia
VIV-01959,Vivienda,86,3,Brasil
COM-01960,Comercio,192,2,Brasil
VIV-01961,Vivienda,99,3,Argentina
VIV-01962,Vivienda,105,4,Colombia
VIV-01963,Vivienda,134,5,Chile
VIV-01964,Vivienda,92,5,Chile
VIV-01965,Vivienda,131,6,Mexico
VIV-01966,Vivienda,99,5,Colombia
COM-01967,Comercio,54,12,Chile
VIV-01968,Vivienda,85,1,Argentina
VIV-01969,Vivienda,92,3,Mexico
COM-01970,Comercio,176,10,Colombia
COM-01971,Comercio,171,5,Peru
VIV-01972,Vivienda,112,3,Argentina
VIV-01973,Vivienda,73,3,Argentina
VIV-01974,Vivienda,95,5,Chile
VIV-01975,Vivienda,93,3,Colombia
VIV-01976,Vivienda,72,6,Colombia
VIV-01977,Vivienda,110,4,Mexico
VIV-01978,Vivienda,123,6,Colombia
