id_equipo,id_inmueble,tipo_equipo,cantidad_equipos,potencia_watts,tecnologia_inverter,horas_uso_estimadas_dia,consumo_kwh_dia_equipo
EQ-07344,COM-02369,Refrigeracion,2,750,False,24.0,36.0
EQ-07345,VIV-02370,Iluminacion,23,15,True,12.0,4.14
EQ-07346,VIV-02370,Refrigeracion,1,180,True,24.0,4.32
EQ-07347,VIV-02370,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07348,COM-02371,Iluminacion,37,15,True,11.68,6.4824
EQ-07349,COM-02371,Climatizacion,1,2200,True,9.0,19.8
EQ-07350,COM-02371,Computacion,7,150,True,8.0,8.4
EQ-07351,VIV-02372,Iluminacion,21,15,True,9.7,3.0555
EQ-07352,VIV-02372,Refrigeracion,1,180,True,24.0,4.32
EQ-07353,VIV-02372,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07354,VIV-02373,Iluminacion,25,15,True,7.48,2.805
EQ-07355,VIV-02373,Refrigeracion,1,180,True,24.0,4.32
EQ-07356,VIV-02373,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07357,VIV-02374,Iluminacion,14,15,True,10.91,2.2911
EQ-07358,VIV-02374,Refrigeracion,1,180,True,24.0,4.32
EQ-07359,VIV-02374,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07360,VIV-02375,Iluminacion,28,15,True,7.98,3.3516
EQ-07361,VIV-02375,Refrigeracion,1,350,False,24.0,8.4
EQ-07362,VIV-02375,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07363,VIV-02376,Iluminacion,22,15,True,8.54,2.8182
EQ-07364,VIV-02376,Refrigeracion,1,350,False,24.0,8.4
EQ-07365,VIV-02376,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07366,COM-02377,Iluminacion,32,15,True,11.71,5.6208
EQ-07367,COM-02377,Climatizacion,2,2200,False,9.0,39.6
EQ-07368,COM-02377,Computacion,10,150,True,8.0,12.0
EQ-07369,COM-02377,Refrigeracion,1,750,False,24.0,18.0
EQ-07370,VIV-02378,Iluminacion,20,15,True,7.73,2.319
EQ-07371,VIV-02378,Refrigeracion,1,180,True,24.0,4.32
EQ-07372,VIV-02378,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07373,VIV-02379,Iluminacion,19,15,True,9.57,2.7274
EQ-07374,VIV-02379,Refrigeracion,1,350,False,24.0,8.4
EQ-07375,VIV-02379,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07376,VIV-02380,Iluminacion,22,15,True,9.11,3.0063
EQ-07377,VIV-02380,Refrigeracion,1,350,False,24.0,8.4
EQ-07378,VIV-02380,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07379,VIV-02381,Iluminacion,14,15,True,9.99,2.0979
EQ-07380,VIV-02381,Refrigeracion,1,180,True,24.0,4.32
EQ-07381,VIV-02381,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07382,COM-02382,Iluminacion,27,15,True,11.78,4.7709
EQ-07383,COM-02382,Climatizacion,3,2200,False,9.0,59.4
EQ-07384,COM-02382,Computacion,6,150,True,8.0,7.2
EQ-07385,COM-02382,Refrigeracion,1,750,False,24.0,18.0
EQ-07386,COM-02383,Iluminacion,24,15,True,6.35,2.286
EQ-07387,COM-02383,Climatizacion,1,2200,False,9.0,19.8
EQ-07388,COM-02383,Computacion,5,150,True,8.0,6.0
EQ-07389,VIV-02384,Iluminacion,20,15,True,9.14,2.742
EQ-07390,VIV-02384,Refrigeracion,1,350,False,24.0,8.4
EQ-07391,VIV-02384,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07392,VIV-02385,Iluminacion,18,15,True,10.54,2.8458
EQ-07393,VIV-02385,Refrigeracion,1,180,True,24.0,4.32
EQ-07394,VIV-02385,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07395,VIV-02386,Iluminacion,21,15,True,7.74,2.4381
EQ-07396,VIV-02386,Refrigeracion,1,180,True,24.0,4.32
EQ-07397,VIV-02386,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07398,VIV-02387,Iluminacion,23,15,True,9.58,3.3051
EQ-07399,VIV-02387,Refrigeracion,1,180,True,24.0,4.32
EQ-07400,VIV-02387,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07401,VIV-02388,Iluminacion,19,15,True,7.24,2.0634
EQ-07402,VIV-02388,Refrigeracion,1,350,False,24.0,8.4
EQ-07403,VIV-02388,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07404,VIV-02389,Iluminacion,13,15,True,9.98,1.9461
EQ-07405,VIV-02389,Refrigeracion,1,180,True,24.0,4.32
EQ-07406,VIV-02389,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07407,VIV-02390,Iluminacion,24,15,True,6.36,2.2896
EQ-07408,VIV-02390,Refrigeracion,1,350,False,24.0,8.4
EQ-07409,VIV-02390,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07410,VIV-02391,Iluminacion,25,15,True,8.79,3.2962
EQ-07411,VIV-02391,Refrigeracion,1,180,True,24.0,4.32
EQ-07412,VIV-02391,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07413,VIV-02392,Iluminacion,28,15,True,11.45,4.809
EQ-07414,VIV-02392,Refrigeracion,1,350,False,24.0,8.4
EQ-07415,VIV-02392,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07416,VIV-02393,Iluminacion,25,15,True,6.33,2.3737
EQ-07417,VIV-02393,Refrigeracion,1,180,True,24.0,4.32
EQ-07418,VIV-02393,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07419,VIV-02394,Iluminacion,13,15,True,10.0,1.95
EQ-07420,VIV-02394,Refrigeracion,1,180,True,24.0,4.32
EQ-07421,VIV-02394,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07422,VIV-02395,Iluminacion,20,15,True,10.55,3.165
EQ-07423,VIV-02395,Refrigeracion,1,180,True,24.0,4.32
EQ-07424,VIV-02395,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07425,COM-02396,Iluminacion,38,15,True,6.49,3.6993
EQ-07426,COM-02396,Climatizacion,1,2200,False,9.0,19.8
EQ-07427,COM-02396,Computacion,3,150,True,8.0,3.6
EQ-07428,VIV-02397,Iluminacion,22,15,True,7.61,2.5113
EQ-07429,VIV-02397,Refrigeracion,1,180,True,24.0,4.32
EQ-07430,VIV-02397,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07431,VIV-02398,Iluminacion,14,15,True,7.19,1.5099
EQ-07432,VIV-02398,Refrigeracion,1,350,False,24.0,8.4
EQ-07433,VIV-02398,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07434,COM-02399,Iluminacion,57,15,True,9.72,8.3106
EQ-07435,COM-02399,Climatizacion,3,2200,True,9.0,59.4
EQ-07436,COM-02399,Computacion,3,150,True,8.0,3.6
EQ-07437,COM-02399,Refrigeracion,2,750,False,24.0,36.0
EQ-07438,COM-02400,Iluminacion,45,15,True,7.06,4.7655
EQ-07439,COM-02400,Climatizacion,1,2200,True,9.0,19.8
EQ-07440,COM-02400,Computacion,6,150,True,8.0,7.2
EQ-07441,COM-02400,Refrigeracion,1,750,False,24.0,18.0
EQ-07442,COM-02401,Iluminacion,44,15,True,6.18,4.0788
EQ-07443,COM-02401,Climatizacion,2,2200,False,9.0,39.6
EQ-07444,COM-02401,Computacion,10,150,True,8.0,12.0
EQ-07445,VIV-02402,Iluminacion,17,15,True,7.98,2.0349
EQ-07446,VIV-02402,Refrigeracion,1,350,False,24.0,8.4
EQ-07447,VIV-02402,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07448,VIV-02403,Iluminacion,28,15,True,6.65,2.793
EQ-07449,VIV-02403,Refrigeracion,1,350,False,24.0,8.4
EQ-07450,VIV-02403,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07451,VIV-02404,Iluminacion,14,15,True,10.48,2.2008
EQ-07452,VIV-02404,Refrigeracion,1,350,False,24.0,8.4
EQ-07453,VIV-02404,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07454,VIV-02405,Iluminacion,27,15,True,8.08,3.2724
EQ-07455,VIV-02405,Refrigeracion,1,180,True,24.0,4.32
EQ-07456,VIV-02405,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07457,COM-02406,Iluminacion,38,15,True,7.87,4.4859
EQ-07458,COM-02406,Climatizacion,1,2200,True,9.0,19.8
EQ-07459,COM-02406,Computacion,8,150,True,8.0,9.6
EQ-07460,VIV-02407,Iluminacion,19,15,True,9.76,2.7816
EQ-07461,VIV-02407,Refrigeracion,1,180,True,24.0,4.32
EQ-07462,VIV-02407,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07463,VIV-02408,Iluminacion,14,15,True,7.91,1.6611
EQ-07464,VIV-02408,Refrigeracion,1,180,True,24.0,4.32
EQ-07465,VIV-02408,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07466,VIV-02409,Iluminacion,22,15,True,11.03,3.6399
EQ-07467,VIV-02409,Refrigeracion,1,180,True,24.0,4.32
EQ-07468,VIV-02409,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07469,VIV-02410,Iluminacion,24,15,True,7.35,2.646
EQ-07470,VIV-02410,Refrigeracion,1,180,True,24.0,4.32
EQ-07471,VIV-02410,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07472,COM-02411,Iluminacion,32,15,True,7.8,3.744
EQ-07473,COM-02411,Climatizacion,2,2200,False,9.0,39.6
EQ-07474,COM-02411,Computacion,12,150,True,8.0,14.4
EQ-07475,COM-02412,Iluminacion,32,15,True,11.54,5.5392
EQ-07476,COM-02412,Climatizacion,3,2200,True,9.0,59.4
EQ-07477,COM-02412,Computacion,9,150,True,8.0,10.8
EQ-07478,COM-02412,Refrigeracion,1,750,False,24.0,18.0
EQ-07479,VIV-02413,Iluminacion,24,15,True,7.2,2.592
EQ-07480,VIV-02413,Refrigeracion,1,180,True,24.0,4.32
EQ-07481,VIV-02413,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07482,VIV-02414,Iluminacion,15,15,True,7.81,1.7572
EQ-07483,VIV-02414,Refrigeracion,1,350,False,24.0,8.4
EQ-07484,VIV-02414,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07485,VIV-02415,Iluminacion,22,15,True,6.78,2.2374
EQ-07486,VIV-02415,Refrigeracion,1,180,True,24.0,4.32
EQ-07487,VIV-02415,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07488,VIV-02416,Iluminacion,19,15,True,7.0,1.995
EQ-07489,VIV-02416,Refrigeracion,1,180,True,24.0,4.32
EQ-07490,VIV-02416,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07491,COM-02417,Iluminacion,33,15,True,11.18,5.5341
EQ-07492,COM-02417,Climatizacion,3,2200,True,9.0,59.4
EQ-07493,COM-02417,Computacion,7,150,True,8.0,8.4
EQ-07494,COM-02417,Refrigeracion,1,750,False,24.0,18.0
EQ-07495,VIV-02418,Iluminacion,23,15,True,8.03,2.7704
EQ-07496,VIV-02418,Refrigeracion,1,180,True,24.0,4.32
EQ-07497,VIV-02418,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07498,COM-02419,Iluminacion,56,15,True,10.84,9.1056
EQ-07499,COM-02419,Climatizacion,1,2200,False,9.0,19.8
EQ-07500,COM-02419,Computacion,6,150,True,8.0,7.2
EQ-07501,VIV-02420,Iluminacion,20,15,True,8.73,2.619
EQ-07502,VIV-02420,Refrigeracion,1,180,True,24.0,4.32
EQ-07503,VIV-02420,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07504,COM-02421,Iluminacion,51,15,True,7.29,5.5768
EQ-07505,COM-02421,Climatizacion,1,2200,True,9.0,19.8
EQ-07506,COM-02421,Computacion,12,150,True,8.0,14.4
EQ-07507,COM-02422,Iluminacion,25,15,True,8.75,3.2812
EQ-07508,COM-02422,Climatizacion,1,2200,True,9.0,19.8
EQ-07509,COM-02422,Computacion,2,150,True,8.0,2.4
EQ-07510,COM-02422,Refrigeracion,1,750,False,24.0,18.0
EQ-07511,VIV-02423,Iluminacion,10,15,True,11.68,1.752
EQ-07512,VIV-02423,Refrigeracion,1,350,False,24.0,8.4
EQ-07513,VIV-02423,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07514,COM-02424,Iluminacion,38,15,True,6.04,3.4428
EQ-07515,COM-02424,Climatizacion,3,2200,False,9.0,59.4
EQ-07516,COM-02424,Computacion,6,150,True,8.0,7.2
EQ-07517,COM-02425,Iluminacion,21,15,True,9.63,3.0335
EQ-07518,COM-02425,Climatizacion,3,2200,False,9.0,59.4
EQ-07519,COM-02425,Computacion,11,150,True,8.0,13.2
EQ-07520,COM-02426,Iluminacion,35,15,True,10.14,5.3235
EQ-07521,COM-02426,Climatizacion,2,2200,False,9.0,39.6
EQ-07522,COM-02426,Computacion,11,150,True,8.0,13.2
EQ-07523,COM-02426,Refrigeracion,2,750,False,24.0,36.0
EQ-07524,VIV-02427,Iluminacion,29,15,True,6.82,2.9667
EQ-07525,VIV-02427,Refrigeracion,1,350,False,24.0,8.4
EQ-07526,VIV-02427,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07527,VIV-02428,Iluminacion,18,15,True,6.36,1.7172
EQ-07528,VIV-02428,Refrigeracion,1,180,True,24.0,4.32
EQ-07529,VIV-02428,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07530,VIV-02429,Iluminacion,14,15,True,7.7,1.617
EQ-07531,VIV-02429,Refrigeracion,1,350,False,24.0,8.4
EQ-07532,VIV-02429,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07533,VIV-02430,Iluminacion,21,15,True,9.45,2.9768
EQ-07534,VIV-02430,Refrigeracion,1,350,False,24.0,8.4
EQ-07535,VIV-02430,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07536,VIV-02431,Iluminacion,22,15,True,6.31,2.0823
EQ-07537,VIV-02431,Refrigeracion,1,350,False,24.0,8.4
EQ-07538,VIV-02431,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07539,COM-02432,Iluminacion,26,15,True,9.08,3.5412
EQ-07540,COM-02432,Climatizacion,2,2200,True,9.0,39.6
EQ-07541,COM-02432,Computacion,5,150,True,8.0,6.0
EQ-07542,COM-02433,Iluminacion,27,15,True,9.08,3.6774
EQ-07543,COM-02433,Climatizacion,3,2200,True,9.0,59.4
EQ-07544,COM-02433,Computacion,12,150,True,8.0,14.4
EQ-07545,VIV-02434,Iluminacion,27,15,True,10.9,4.4145
EQ-07546,VIV-02434,Refrigeracion,1,180,True,24.0,4.32
EQ-07547,VIV-02434,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07548,COM-02435,Iluminacion,49,15,True,10.18,7.4823
EQ-07549,COM-02435,Climatizacion,2,2200,True,9.0,39.6
EQ-07550,COM-02435,Computacion,4,150,True,8.0,4.8
EQ-07551,VIV-02436,Iluminacion,19,15,True,7.34,2.0919
EQ-07552,VIV-02436,Refrigeracion,1,350,False,24.0,8.4
EQ-07553,VIV-02436,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07554,VIV-02437,Iluminacion,22,15,True,8.09,2.6697
EQ-07555,VIV-02437,Refrigeracion,1,180,True,24.0,4.32
EQ-07556,VIV-02437,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07557,VIV-02438,Iluminacion,29,15,True,9.05,3.9368
EQ-07558,VIV-02438,Refrigeracion,1,350,False,24.0,8.4
EQ-07559,VIV-02438,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07560,VIV-02439,Iluminacion,14,15,True,7.36,1.5456
EQ-07561,VIV-02439,Refrigeracion,1,350,False,24.0,8.4
EQ-07562,VIV-02439,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07563,VIV-02440,Iluminacion,13,15,True,9.83,1.9168
EQ-07564,VIV-02440,Refrigeracion,1,350,False,24.0,8.4
EQ-07565,VIV-02440,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07566,VIV-02441,Iluminacion,27,15,True,10.46,4.2363
EQ-07567,VIV-02441,Refrigeracion,1,180,True,24.0,4.32
EQ-07568,VIV-02441,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07569,COM-02442,Iluminacion,53,15,True,8.42,6.6939
EQ-07570,COM-02442,Climatizacion,3,2200,False,9.0,59.4
EQ-07571,COM-02442,Computacion,9,150,True,8.0,10.8
EQ-07572,COM-02442,Refrigeracion,2,750,False,24.0,36.0
EQ-07573,COM-02443,Iluminacion,31,15,True,7.39,3.4364
EQ-07574,COM-02443,Climatizacion,3,2200,False,9.0,59.4
EQ-07575,COM-02443,Computacion,9,150,True,8.0,10.8
EQ-07576,COM-02444,Iluminacion,38,15,True,8.66,4.9362
EQ-07577,COM-02444,Climatizacion,3,2200,False,9.0,59.4
EQ-07578,COM-02444,Computacion,9,150,True,8.0,10.8
EQ-07579,COM-02444,Refrigeracion,1,750,False,24.0,18.0
EQ-07580,VIV-02445,Iluminacion,30,15,True,7.61,3.4245
EQ-07581,VIV-02445,Refrigeracion,1,180,True,24.0,4.32
EQ-07582,VIV-02445,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07583,VIV-02446,Iluminacion,26,15,True,9.35,3.6465
EQ-07584,VIV-02446,Refrigeracion,1,350,False,24.0,8.4
EQ-07585,VIV-02446,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07586,VIV-02447,Iluminacion,25,15,True,6.27,2.3512
EQ-07587,VIV-02447,Refrigeracion,1,180,True,24.0,4.32
EQ-07588,VIV-02447,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07589,VIV-02448,Iluminacion,27,15,True,9.95,4.0298
EQ-07590,VIV-02448,Refrigeracion,1,350,False,24.0,8.4
EQ-07591,VIV-02448,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07592,VIV-02449,Iluminacion,28,15,True,11.1,4.662
EQ-07593,VIV-02449,Refrigeracion,1,350,False,24.0,8.4
EQ-07594,VIV-02449,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07595,VIV-02450,Iluminacion,12,15,True,6.48,1.1664
EQ-07596,VIV-02450,Refrigeracion,1,350,False,24.0,8.4
EQ-07597,VIV-02450,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07598,COM-02451,Iluminacion,32,15,True,9.67,4.6416
EQ-07599,COM-02451,Climatizacion,1,2200,False,9.0,19.8
EQ-07600,COM-02451,Computacion,12,150,True,8.0,14.4
EQ-07601,COM-02452,Iluminacion,36,15,True,6.99,3.7746
EQ-07602,COM-02452,Climatizacion,3,2200,True,9.0,59.4
EQ-07603,COM-02452,Computacion,2,150,True,8.0,2.4
EQ-07604,VIV-02453,Iluminacion,12,15,True,6.8,1.224
EQ-07605,VIV-02453,Refrigeracion,1,180,True,24.0,4.32
EQ-07606,VIV-02453,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07607,COM-02454,Iluminacion,34,15,True,9.62,4.9062
EQ-07608,COM-02454,Climatizacion,3,2200,False,9.0,59.4
EQ-07609,COM-02454,Computacion,7,150,True,8.0,8.4
EQ-07610,VIV-02455,Iluminacion,13,15,True,11.14,2.1723
EQ-07611,VIV-02455,Refrigeracion,1,180,True,24.0,4.32
EQ-07612,VIV-02455,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07613,VIV-02456,Iluminacion,19,15,True,9.49,2.7046
EQ-07614,VIV-02456,Refrigeracion,1,180,True,24.0,4.32
EQ-07615,VIV-02456,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07616,COM-02457,Iluminacion,35,15,True,9.88,5.187
EQ-07617,COM-02457,Climatizacion,3,2200,False,9.0,59.4
EQ-07618,COM-02457,Computacion,8,150,True,8.0,9.6
EQ-07619,COM-02458,Iluminacion,52,15,True,11.81,9.2118
EQ-07620,COM-02458,Climatizacion,3,2200,True,9.0,59.4
EQ-07621,COM-02458,Computacion,2,150,True,8.0,2.4
EQ-07622,VIV-02459,Iluminacion,26,15,True,9.8,3.822
EQ-07623,VIV-02459,Refrigeracion,1,350,False,24.0,8.4
EQ-07624,VIV-02459,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07625,COM-02460,Iluminacion,40,15,True,8.09,4.854
EQ-07626,COM-02460,Climatizacion,2,2200,True,9.0,39.6
EQ-07627,COM-02460,Computacion,3,150,True,8.0,3.6
EQ-07628,COM-02460,Refrigeracion,2,750,False,24.0,36.0
EQ-07629,VIV-02461,Iluminacion,27,15,True,7.04,2.8512
EQ-07630,VIV-02461,Refrigeracion,1,180,True,24.0,4.32
EQ-07631,VIV-02461,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07632,VIV-02462,Iluminacion,28,15,True,9.69,4.0698
EQ-07633,VIV-02462,Refrigeracion,1,180,True,24.0,4.32
EQ-07634,VIV-02462,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07635,VIV-02463,Iluminacion,20,15,True,6.58,1.974
EQ-07636,VIV-02463,Refrigeracion,1,180,True,24.0,4.32
EQ-07637,VIV-02463,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07638,VIV-02464,Iluminacion,14,15,True,8.86,1.8606
EQ-07639,VIV-02464,Refrigeracion,1,180,True,24.0,4.32
EQ-07640,VIV-02464,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07641,VIV-02465,Iluminacion,20,15,True,6.39,1.917
EQ-07642,VIV-02465,Refrigeracion,1,350,False,24.0,8.4
EQ-07643,VIV-02465,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07644,COM-02466,Iluminacion,50,15,True,9.62,7.215
EQ-07645,COM-02466,Climatizacion,3,2200,True,9.0,59.4
EQ-07646,COM-02466,Computacion,8,150,True,8.0,9.6
EQ-07647,VIV-02467,Iluminacion,18,15,True,10.09,2.7243
EQ-07648,VIV-02467,Refrigeracion,1,350,False,24.0,8.4
EQ-07649,VIV-02467,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07650,VIV-02468,Iluminacion,27,15,True,9.35,3.7868
EQ-07651,VIV-02468,Refrigeracion,1,180,True,24.0,4.32
EQ-07652,VIV-02468,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07653,COM-02469,Iluminacion,52,15,True,8.93,6.9654
EQ-07654,COM-02469,Climatizacion,3,2200,True,9.0,59.4
EQ-07655,COM-02469,Computacion,12,150,True,8.0,14.4
EQ-07656,VIV-02470,Iluminacion,26,15,True,9.2,3.588
EQ-07657,VIV-02470,Refrigeracion,1,180,True,24.0,4.32
EQ-07658,VIV-02470,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07659,COM-02471,Iluminacion,29,15,True,6.79,2.9536
EQ-07660,COM-02471,Climatizacion,1,2200,False,9.0,19.8
EQ-07661,COM-02471,Computacion,8,150,True,8.0,9.6
EQ-07662,COM-02471,Refrigeracion,1,750,False,24.0,18.0
EQ-07663,VIV-02472,Iluminacion,27,15,True,9.88,4.0014
EQ-07664,VIV-02472,Refrigeracion,1,350,False,24.0,8.4
EQ-07665,VIV-02472,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07666,VIV-02473,Iluminacion,26,15,True,7.29,2.8431
EQ-07667,VIV-02473,Refrigeracion,1,350,False,24.0,8.4
EQ-07668,VIV-02473,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07669,VIV-02474,Iluminacion,29,15,True,11.83,5.146
EQ-07670,VIV-02474,Refrigeracion,1,350,False,24.0,8.4
EQ-07671,VIV-02474,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07672,COM-02475,Iluminacion,36,15,True,8.42,4.5468
EQ-07673,COM-02475,Climatizacion,3,2200,False,9.0,59.4
EQ-07674,COM-02475,Computacion,9,150,True,8.0,10.8
EQ-07675,COM-02476,Iluminacion,59,15,True,6.21,5.4959
EQ-07676,COM-02476,Climatizacion,2,2200,True,9.0,39.6
EQ-07677,COM-02476,Computacion,5,150,True,8.0,6.0
EQ-07678,COM-02476,Refrigeracion,2,750,False,24.0,36.0
EQ-07679,VIV-02477,Iluminacion,12,15,True,9.66,1.7388
EQ-07680,VIV-02477,Refrigeracion,1,180,True,24.0,4.32
EQ-07681,VIV-02477,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07682,VIV-02478,Iluminacion,25,15,True,11.96,4.485
EQ-07683,VIV-02478,Refrigeracion,1,180,True,24.0,4.32
EQ-07684,VIV-02478,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07685,VIV-02479,Iluminacion,11,15,True,10.25,1.6912
EQ-07686,VIV-02479,Refrigeracion,1,350,False,24.0,8.4
EQ-07687,VIV-02479,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07688,VIV-02480,Iluminacion,23,15,True,9.34,3.2223
EQ-07689,VIV-02480,Refrigeracion,1,180,True,24.0,4.32
EQ-07690,VIV-02480,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07691,COM-02481,Iluminacion,38,15,True,9.12,5.1984
EQ-07692,COM-02481,Climatizacion,3,2200,False,9.0,59.4
EQ-07693,COM-02481,Computacion,11,150,True,8.0,13.2
EQ-07694,VIV-02482,Iluminacion,23,15,True,7.2,2.484
EQ-07695,VIV-02482,Refrigeracion,1,180,True,24.0,4.32
EQ-07696,VIV-02482,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07697,COM-02483,Iluminacion,26,15,True,6.06,2.3634
EQ-07698,COM-02483,Climatizacion,2,2200,True,9.0,39.6
EQ-07699,COM-02483,Computacion,5,150,True,8.0,6.0
EQ-07700,COM-02483,Refrigeracion,1,750,False,24.0,18.0
EQ-07701,VIV-02484,Iluminacion,24,15,True,7.34,2.6424
EQ-07702,VIV-02484,Refrigeracion,1,180,True,24.0,4.32
EQ-07703,VIV-02484,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07704,COM-02485,Iluminacion,45,15,True,6.64,4.482
EQ-07705,COM-02485,Climatizacion,2,2200,True,9.0,39.6
EQ-07706,COM-02485,Computacion,8,150,True,8.0,9.6
EQ-07707,COM-02485,Refrigeracion,2,750,False,24.0,36.0
EQ-07708,COM-02486,Iluminacion,20,15,True,8.9,2.67
EQ-07709,COM-02486,Climatizacion,3,2200,False,9.0,59.4
EQ-07710,COM-02486,Computacion,7,150,True,8.0,8.4
EQ-07711,VIV-02487,Iluminacion,28,15,True,7.41,3.1122
EQ-07712,VIV-02487,Refrigeracion,1,350,False,24.0,8.4
EQ-07713,VIV-02487,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07714,VIV-02488,Iluminacion,24,15,True,9.29,3.3444
EQ-07715,VIV-02488,Refrigeracion,1,180,True,24.0,4.32
EQ-07716,VIV-02488,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07717,VIV-02489,Iluminacion,25,15,True,11.83,4.4362
EQ-07718,VIV-02489,Refrigeracion,1,350,False,24.0,8.4
EQ-07719,VIV-02489,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-07720,VIV-02490,Iluminacion,17,15,True,11.52,2.9376
EQ-07721,VIV-02490,Refrigeracion,1,350,False,24.0,8.4
