id_registro,id_inmueble,anio_mes_dd,pais_ubicacion,tipo_establecimiento,categoria_comercio,superficie_m2,habitantes_empleados,total_equipos,potencia_total_watts,tiene_inverter,porcentaje_inverter,consumo_kwh_dia,consumo_kwh_mes,intensidad_energetica_kwh_m2,costo_factura_usd,costo_factura_moneda_local,codigo_moneda,pct_dist_madrugada,pct_dist_manana,pct_dist_tarde,pct_dist_noche,franja_pico_dominante,efficiency_label
REG-01850,VIV-01849,2026-07-01,Argentina,Vivienda,No Aplica,92,3,16.0,1590.0,1.0,0.6667,7.2897,218.69,2.3771,164.02,155819.0,ARS,0.1346,0.2179,0.2349,0.4127,noche,Ineficiente
REG-01851,VIV-01850,2026-07-01,Brasil,Vivienda,No Aplica,128,2,17.0,1775.0,1.0,0.3333,11.685,350.55,2.7387,262.91,1432.86,BRL,0.1585,0.1569,0.217,0.4676,noche,Ineficiente
REG-01852,COM-01851,2026-07-01,Peru,Comercio,Categoria B,109,4,29.0,9375.0,1.0,0.3333,76.3437,2290.31,21.012,1717.73,6441.49,PEN,0.0429,0.2598,0.4306,0.2666,tarde,Eficiente
REG-01853,VIV-01852,2026-07-01,Argentina,Vivienda,No Aplica,87,6,30.0,1970.0,1.0,0.3333,12.9173,387.52,4.4543,290.64,276108.0,ARS,0.1089,0.1788,0.2468,0.4654,noche,Ineficiente
REG-01854,COM-01853,2026-07-01,Mexico,Comercio,Categoria A,76,4,14.0,750.0,1.0,1.0,5.664,169.92,2.2358,127.44,2357.64,MXN,0.073,0.4352,0.4238,0.068,manana,Eficiente
REG-01855,VIV-01854,2026-07-01,Colombia,Vivienda,No Aplica,73,6,28.0,1940.0,1.0,0.3333,12.536,376.08,5.1518,282.06,1156446.0,COP,0.1054,0.1465,0.2527,0.4954,noche,Ineficiente
REG-01856,VIV-01855,2026-07-01,Mexico,Vivienda,No Aplica,90,3,18.0,1620.0,1.0,0.6667,7.3727,221.18,2.4576,165.88,3068.78,MXN,0.1545,0.1635,0.2794,0.4025,noche,Ineficiente
REG-01857,COM-01856,2026-07-01,Chile,Comercio,Categoria A,84,5,33.0,1170.0,1.0,1.0,8.8897,266.69,3.1749,200.02,184018.4,CLP,0.0614,0.4355,0.4304,0.0727,manana,Eficiente
REG-01858,VIV-01857,2026-07-01,Peru,Vivienda,No Aplica,40,5,25.0,1895.0,1.0,0.3333,12.2287,366.86,9.1715,275.14,1031.77,PEN,0.1123,0.1425,0.2483,0.4969,noche,Ineficiente
REG-01859,VIV-01858,2026-07-01,Colombia,Vivienda,No Aplica,101,2,27.0,1755.0,1.0,0.6667,8.19,245.7,2.4327,184.27,755507.0,COP,0.1091,0.154,0.207,0.53,noche,Ineficiente
REG-01860,VIV-01859,2026-07-01,Argentina,Vivienda,No Aplica,97,4,22.0,1850.0,1.0,0.3333,11.919,357.57,3.6863,268.18,254771.0,ARS,0.1151,0.1584,0.2721,0.4544,noche,Ineficiente
REG-01861,VIV-01860,2026-07-01,Brasil,Vivienda,No Aplica,66,5,31.0,1815.0,1.0,0.6667,8.4343,253.03,3.8338,189.77,1034.25,BRL,0.1242,0.2165,0.2406,0.4187,noche,Ineficiente
REG-01862,VIV-01861,2026-07-01,Argentina,Vivienda,No Aplica,85,2,24.0,1880.0,1.0,0.3333,12.124,363.72,4.2791,272.79,259150.5,ARS,0.1003,0.1596,0.1904,0.5497,noche,Ineficiente
REG-01863,VIV-01862,2026-07-01,Chile,Vivienda,No Aplica,104,3,32.0,1830.0,1.0,0.6667,9.441,283.23,2.7234,212.42,195426.4,CLP,0.0923,0.1568,0.1819,0.5689,noche,Ineficiente
REG-01864,COM-01863,2026-07-01,Colombia,Comercio,Categoria C,68,4,16.0,3180.0,1.0,0.5,73.3213,2199.64,32.3476,1649.73,6763893.0,COP,0.2405,0.2301,0.26,0.2694,noche,Eficiente
REG-01865,VIV-01864,2026-07-01,Brasil,Vivienda,No Aplica,119,5,12.0,1530.0,1.0,0.6667,7.134,214.02,1.7985,160.52,874.83,BRL,0.0922,0.1701,0.2077,0.53,noche,Ineficiente
REG-01866,COM-01865,2026-07-01,Chile,Comercio,Categoria A,68,9,38.0,1785.0,1.0,1.0,13.6317,408.95,6.014,306.71,282173.2,CLP,0.061,0.4896,0.4398,0.0096,manana,Eficiente
REG-01867,VIV-01866,2026-07-01,Colombia,Vivienda,No Aplica,99,5,25.0,1725.0,1.0,0.6667,8.628,258.84,2.6145,194.13,795933.0,COP,0.0848,0.1765,0.2233,0.5153,noche,Ineficiente
REG-01868,VIV-01867,2026-07-01,Chile,Vivienda,No Aplica,101,4,18.0,1620.0,1.0,0.6667,7.5433,226.3,2.2406,169.73,156151.6,CLP,0.1493,0.195,0.2595,0.3961,noche,Ineficiente
REG-01869,VIV-01868,2026-07-01,Mexico,Vivienda,No Aplica,55,3,18.0,1790.0,1.0,0.3333,11.4767,344.3,6.26,258.23,4777.26,MXN,0.1143,0.1781,0.223,0.4846,noche,Ineficiente
REG-01870,VIV-01869,2026-07-01,Chile,Vivienda,No Aplica,112,2,23.0,1695.0,1.0,0.6667,8.218,246.54,2.2012,184.91,170117.2,CLP,0.0815,0.132,0.2086,0.5779,noche,Ineficiente
REG-01871,VIV-01870,2026-07-01,Peru,Vivienda,No Aplica,40,3,13.0,1715.0,1.0,0.3333,11.482,344.46,8.6115,258.34,968.77,PEN,0.1126,0.1214,0.2792,0.4868,noche,Ineficiente
REG-01872,COM-01871,2026-07-01,Brasil,Comercio,Categoria A,116,7,36.0,1485.0,1.0,1.0,10.6923,320.77,2.7653,240.58,1311.16,BRL,0.0751,0.4545,0.4302,0.0402,manana,Eficiente
REG-01873,VIV-01872,2026-07-01,Chile,Vivienda,No Aplica,91,3,19.0,1635.0,1.0,0.6667,7.9637,238.91,2.6254,179.18,164845.6,CLP,0.1437,0.1398,0.278,0.4386,noche,Ineficiente
REG-01874,VIV-01873,2026-07-01,Peru,Vivienda,No Aplica,47,2,22.0,1680.0,1.0,0.6667,8.103,243.09,5.1721,182.32,683.7,PEN,0.0917,0.1743,0.2211,0.5129,noche,Ineficiente
REG-01875,VIV-01874,2026-07-01,Mexico,Vivienda,No Aplica,75,4,29.0,1955.0,1.0,0.3333,12.2533,367.6,4.9013,275.7,5100.45,MXN,0.1034,0.1714,0.1867,0.5385,noche,Ineficiente
REG-01876,VIV-01875,2026-07-01,Argentina,Vivienda,No Aplica,80,3,23.0,1865.0,1.0,0.3333,11.8097,354.29,4.4286,265.72,252434.0,ARS,0.1113,0.1634,0.2796,0.4457,noche,Ineficiente
REG-01877,VIV-01876,2026-07-01,Chile,Vivienda,No Aplica,94,3,25.0,1725.0,1.0,0.6667,8.7077,261.23,2.779,195.92,180246.4,CLP,0.1505,0.1924,0.2254,0.4317,noche,Ineficiente
REG-01878,VIV-01877,2026-07-01,Colombia,Vivienda,No Aplica,132,1,24.0,1880.0,1.0,0.3333,12.0117,360.35,2.7299,270.26,1108066.0,COP,0.1587,0.1965,0.1989,0.4459,noche,Ineficiente
REG-01879,COM-01878,2026-07-01,Peru,Comercio,Categoria C,27,5,17.0,3195.0,1.0,0.5,73.3027,2199.08,81.4474,1649.31,6184.91,PEN,0.231,0.2332,0.2565,0.2794,noche,Moderado
REG-01880,VIV-01879,2026-07-01,Chile,Vivienda,No Aplica,128,2,30.0,1800.0,1.0,0.6667,9.3707,281.12,2.1962,210.84,193972.8,CLP,0.0804,0.1552,0.2425,0.522,noche,Ineficiente
REG-01881,VIV-01880,2026-07-01,Chile,Vivienda,No Aplica,81,4,18.0,1790.0,1.0,0.3333,11.9447,358.34,4.424,268.75,247250.0,CLP,0.083,0.1589,0.2291,0.529,noche,Ineficiente
REG-01882,COM-01881,2026-07-01,Mexico,Comercio,Categoria B,86,7,28.0,9360.0,1.0,0.6667,76.124,2283.72,26.5549,1712.79,31686.61,MXN,0.0861,0.3066,0.4971,0.1101,tarde,Eficiente
REG-01883,COM-01882,2026-07-01,Colombia,Comercio,Categoria C,51,8,34.0,3450.0,1.0,0.5,74.2547,2227.64,43.6792,1670.73,6849993.0,COP,0.2737,0.2698,0.2539,0.2026,madrugada,Eficiente
REG-01884,VIV-01883,2026-07-01,Colombia,Vivienda,No Aplica,45,1,31.0,1985.0,1.0,0.3333,12.4057,372.17,8.2704,279.13,1144433.0,COP,0.1182,0.2197,0.2402,0.4219,noche,Ineficiente
REG-01885,VIV-01884,2026-07-01,Chile,Vivienda,No Aplica,79,6,17.0,1775.0,1.0,0.3333,11.7793,353.38,4.4732,265.03,243827.6,CLP,0.1424,0.2175,0.2003,0.4398,noche,Ineficiente
REG-01886,VIV-01885,2026-07-01,Argentina,Vivienda,No Aplica,90,3,31.0,1815.0,1.0,0.6667,9.2913,278.74,3.0971,209.06,198607.0,ARS,0.1285,0.1939,0.2146,0.4629,noche,Ineficiente
REG-01887,VIV-01886,2026-07-01,Brasil,Vivienda,No Aplica,64,4,17.0,1775.0,1.0,0.3333,11.6963,350.89,5.4827,263.17,1434.28,BRL,0.1006,0.187,0.2245,0.4879,noche,Ineficiente
REG-01888,COM-01887,2026-07-01,Colombia,Comercio,Categoria C,52,8,23.0,2550.0,1.0,0.5,56.079,1682.37,32.3533,1261.78,5173298.0,COP,0.27,0.2414,0.2434,0.2452,madrugada,Eficiente
REG-01889,COM-01888,2026-07-01,Brasil,Comercio,Categoria C,71,3,15.0,2430.0,1.0,0.5,55.0297,1650.89,23.252,1238.17,6748.03,BRL,0.2769,0.2687,0.2386,0.2159,madrugada,Eficiente
REG-01890,VIV-01889,2026-07-01,Peru,Vivienda,No Aplica,92,6,22.0,1680.0,1.0,0.6667,8.31,249.3,2.7098,186.98,701.17,PEN,0.0993,0.1989,0.2638,0.438,noche,Ineficiente
REG-01891,COM-01890,2026-07-01,Colombia,Comercio,Categoria B,101,3,22.0,9270.0,1.0,0.3333,75.4527,2263.58,22.4117,1697.68,6960488.0,COP,0.1104,0.2621,0.4039,0.2237,tarde,Eficiente
REG-01892,VIV-01891,2026-07-01,Brasil,Vivienda,No Aplica,64,4,24.0,1880.0,1.0,0.3333,12.6947,380.84,5.9506,285.63,1556.68,BRL,0.1096,0.1573,0.2638,0.4693,noche,Ineficiente
REG-01893,VIV-01892,2026-07-01,Brasil,Vivienda,No Aplica,40,4,13.0,1715.0,1.0,0.3333,11.1453,334.36,8.359,250.77,1366.7,BRL,0.0842,0.2126,0.221,0.4822,noche,Ineficiente
REG-01894,VIV-01893,2026-07-01,Peru,Vivienda,No Aplica,64,3,29.0,1955.0,1.0,0.3333,13.108,393.24,6.1444,294.93,1105.99,PEN,0.1183,0.161,0.1967,0.5239,noche,Ineficiente
REG-01895,VIV-01894,2026-07-01,Mexico,Vivienda,No Aplica,97,4,30.0,1800.0,1.0,0.6667,9.4717,284.15,2.9294,213.11,3942.54,MXN,0.1329,0.2157,0.2079,0.4435,noche,Ineficiente
REG-01896,VIV-01895,2026-07-01,Chile,Vivienda,No Aplica,92,1,23.0,1865.0,1.0,0.3333,12.0333,361.0,3.9239,270.75,249090.0,CLP,0.1443,0.1599,0.2169,0.4789,noche,Ineficiente
REG-01897,VIV-01896,2026-07-01,Mexico,Vivienda,No Aplica,88,1,21.0,1665.0,1.0,0.6667,7.5507,226.52,2.5741,169.89,3142.96,MXN,0.0825,0.1729,0.2101,0.5345,noche,Ineficiente
REG-01898,VIV-01897,2026-07-01,Colombia,Vivienda,No Aplica,97,1,12.0,1700.0,1.0,0.3333,11.166,334.98,3.4534,251.24,1030084.0,COP,0.1306,0.2097,0.2777,0.382,noche,Ineficiente
REG-01899,VIV-01898,2026-07-01,Peru,Vivienda,No Aplica,78,5,21.0,1835.0,1.0,0.3333,11.9613,358.84,4.6005,269.13,1009.24,PEN,0.1307,0.1342,0.2473,0.4879,noche,Ineficiente
REG-01900,VIV-01899,2026-07-01,Chile,Vivienda,No Aplica,55,1,14.0,1560.0,1.0,0.6667,7.2917,218.75,3.9773,164.06,150935.2,CLP,0.1437,0.1231,0.2013,0.5318,noche,Ineficiente
REG-01901,VIV-01900,2026-07-01,Mexico,Vivienda,No Aplica,85,6,32.0,1830.0,1.0,0.6667,8.4557,253.67,2.9844,190.25,3519.62,MXN,0.0854,0.2103,0.2186,0.4857,noche,Ineficiente
REG-01902,VIV-01901,2026-07-01,Peru,Vivienda,No Aplica,111,6,14.0,1560.0,1.0,0.6667,7.0397,211.19,1.9026,158.39,593.96,PEN,0.1567,0.1841,0.2108,0.4484,noche,Ineficiente
REG-01903,VIV-01902,2026-07-01,Brasil,Vivienda,No Aplica,105,4,19.0,1805.0,1.0,0.3333,11.8423,355.27,3.3835,266.45,1452.15,BRL,0.1099,0.1802,0.2335,0.4764,noche,Ineficiente
REG-01904,COM-01903,2026-07-01,Argentina,Comercio,Categoria C,45,3,20.0,1770.0,1.0,0.5,38.0627,1141.88,25.3751,856.41,813589.5,ARS,0.2342,0.228,0.276,0.2617,tarde,Eficiente
REG-01905,COM-01904,2026-07-01,Peru,Comercio,Categoria A,34,2,22.0,600.0,1.0,1.0,4.11,123.3,3.6265,92.47,346.76,PEN,0.0281,0.4766,0.4402,0.0551,manana,Eficiente
REG-01906,VIV-01905,2026-07-01,Colombia,Vivienda,No Aplica,112,2,18.0,1790.0,1.0,0.3333,11.4263,342.79,3.0606,257.09,1054069.0,COP,0.1157,0.1786,0.2701,0.4355,noche,Ineficiente
REG-01907,COM-01906,2026-07-01,Chile,Comercio,Categoria A,63,8,27.0,1485.0,1.0,1.0,11.6233,348.7,5.5349,261.52,240598.4,CLP,0.0547,0.4885,0.3873,0.0695,manana,Eficiente
REG-01908,VIV-01907,2026-07-01,Mexico,Vivienda,No Aplica,92,2,24.0,1880.0,1.0,0.3333,12.51,375.3,4.0793,281.48,5207.38,MXN,0.1394,0.2,0.1927,0.468,noche,Ineficiente
REG-01909,VIV-01908,2026-07-01,Chile,Vivienda,No Aplica,91,3,12.0,1530.0,1.0,0.6667,6.945,208.35,2.2896,156.26,143759.2,CLP,0.156,0.1317,0.2747,0.4375,noche,Moderado
REG-01910,VIV-01909,2026-07-01,Mexico,Vivienda,No Aplica,86,6,12.0,1700.0,1.0,0.3333,10.9753,329.26,3.8286,246.94,4568.39,MXN,0.1447,0.198,0.1912,0.4661,noche,Ineficiente
REG-01911,VIV-01910,2026-07-01,Colombia,Vivienda,No Aplica,61,4,28.0,1770.0,1.0,0.6667,8.4677,254.03,4.1644,190.52,781132.0,COP,0.1076,0.1871,0.2387,0.4666,noche,Ineficiente
REG-01912,VIV-01911,2026-07-01,Colombia,Vivienda,No Aplica,68,2,27.0,1925.0,1.0,0.3333,13.1927,395.78,5.8203,296.83,1217003.0,COP,0.1178,0.2014,0.206,0.4749,noche,Ineficiente
REG-01913,VIV-01912,2026-07-01,Brasil,Vivienda,No Aplica,104,3,26.0,1910.0,1.0,0.3333,12.63,378.9,3.6433,284.17,1548.73,BRL,0.1125,0.1584,0.2098,0.5194,noche,Ineficiente
REG-01914,VIV-01913,2026-07-01,Chile,Vivienda,No Aplica,96,4,17.0,1605.0,1.0,0.6667,7.6727,230.18,2.3977,172.63,158819.6,CLP,0.1397,0.1812,0.1949,0.4842,noche,Ineficiente
REG-01915,VIV-01914,2026-07-01,Chile,Vivienda,No Aplica,112,3,30.0,1800.0,1.0,0.6667,8.2367,247.1,2.2062,185.32,170494.4,CLP,0.0842,0.1542,0.2087,0.5529,noche,Ineficiente
REG-01916,VIV-01915,2026-07-01,Mexico,Vivienda,No Aplica,84,6,19.0,1805.0,1.0,0.3333,11.8703,356.11,4.2394,267.08,4940.98,MXN,0.1559,0.1205,0.2282,0.4953,noche,Ineficiente
REG-01917,VIV-01916,2026-07-01,Mexico,Vivienda,No Aplica,121,5,22.0,1850.0,1.0,0.3333,11.877,356.31,2.9447,267.23,4943.76,MXN,0.115,0.2066,0.2711,0.4073,noche,Ineficiente
REG-01918,VIV-01917,2026-07-01,Mexico,Vivienda,No Aplica,89,1,13.0,1545.0,1.0,0.6667,7.1033,213.1,2.3944,159.82,2956.67,MXN,0.1019,0.1689,0.2327,0.4965,noche,Ineficiente
REG-01919,COM-01918,2026-07-01,Mexico,Comercio,Categoria A,51,3,17.0,660.0,1.0,1.0,4.9693,149.08,2.9231,111.81,2068.49,MXN,0.0207,0.443,0.4371,0.0992,manana,Eficiente
REG-01920,VIV-01919,2026-07-01,Argentina,Vivienda,No Aplica,85,2,14.0,1560.0,1.0,0.6667,7.5313,225.94,2.6581,169.45,160977.5,ARS,0.1532,0.1904,0.2051,0.4513,noche,Ineficiente
REG-01921,VIV-01920,2026-07-01,Colombia,Vivienda,No Aplica,132,6,18.0,1620.0,1.0,0.6667,7.5553,226.66,1.7171,170.0,697000.0,COP,0.1596,0.1758,0.2084,0.4562,noche,Ineficiente
REG-01922,COM-01921,2026-07-01,Argentina,Comercio,Categoria B,135,12,19.0,9225.0,1.0,0.6667,75.728,2271.84,16.8284,1703.88,1618686.0,ARS,0.0668,0.2417,0.4366,0.2549,tarde,Eficiente
REG-01923,VIV-01922,2026-07-01,Mexico,Vivienda,No Aplica,60,1,28.0,1940.0,1.0,0.3333,13.2967,398.9,6.6483,299.17,5534.65,MXN,0.098,0.1696,0.2082,0.5242,noche,Ineficiente
REG-01924,VIV-01923,2026-07-01,Peru,Vivienda,No Aplica,125,6,30.0,1970.0,1.0,0.3333,12.3337,370.01,2.9601,277.51,1040.66,PEN,0.0833,0.1517,0.2096,0.5554,noche,Ineficiente
REG-01925,VIV-01924,2026-07-01,Mexico,Vivienda,No Aplica,98,1,22.0,1850.0,1.0,0.3333,12.405,372.15,3.7974,279.11,5163.53,MXN,0.121,0.1762,0.2042,0.4986,noche,Ineficiente
REG-01926,VIV-01925,2026-07-01,Mexico,Vivienda,No Aplica,75,1,16.0,1590.0,1.0,0.6667,7.3003,219.01,2.9201,164.26,3038.81,MXN,0.1504,0.128,0.1913,0.5303,noche,Ineficiente
REG-01927,VIV-01926,2026-07-01,Mexico,Vivienda,No Aplica,96,2,30.0,1800.0,1.0,0.6667,8.7283,261.85,2.7276,196.39,3633.21,MXN,0.1194,0.2011,0.2638,0.4157,noche,Ineficiente
REG-01928,VIV-01927,2026-07-01,Colombia,Vivienda,No Aplica,103,3,19.0,1635.0,1.0,0.6667,7.8793,236.38,2.295,177.28,726848.0,COP,0.1119,0.151,0.2201,0.517,noche,Ineficiente
REG-01929,VIV-01928,2026-07-01,Peru,Vivienda,No Aplica,116,3,27.0,1755.0,1.0,0.6667,8.7227,261.68,2.2559,196.26,735.97,PEN,0.1509,0.1569,0.219,0.4732,noche,Ineficiente
REG-01930,VIV-01929,2026-07-01,Colombia,Vivienda,No Aplica,60,6,23.0,1865.0,1.0,0.3333,12.134,364.02,6.067,273.01,1119341.0,COP,0.0827,0.1457,0.198,0.5736,noche,Ineficiente
REG-01931,COM-01930,2026-07-01,Brasil,Comercio,Categoria C,36,7,28.0,2625.0,1.0,0.5,56.6473,1699.42,47.2061,1274.57,6946.41,BRL,0.241,0.2205,0.2219,0.3166,noche,Eficiente
REG-01932,VIV-01931,2026-07-01,Argentina,Vivienda,No Aplica,109,1,24.0,1880.0,1.0,0.3333,12.1667,365.0,3.3486,273.75,260062.5,ARS,0.137,0.1691,0.2764,0.4174,noche,Ineficiente
REG-01933,COM-01932,2026-07-01,Chile,Comercio,Categoria A,54,12,29.0,2055.0,1.0,1.0,16.0907,482.72,8.9393,362.04,333076.8,CLP,0.0687,0.4792,0.4484,0.0038,manana,Moderado
REG-01934,VIV-01933,2026-07-01,Chile,Vivienda,No Aplica,106,4,17.0,1775.0,1.0,0.3333,11.4757,344.27,3.2478,258.2,237544.0,CLP,0.0927,0.1385,0.28,0.4888,noche,Ineficiente
REG-01935,VIV-01934,2026-07-01,Chile,Vivienda,No Aplica,63,3,12.0,1530.0,1.0,0.6667,6.9287,207.86,3.2994,155.9,143428.0,CLP,0.0976,0.1727,0.198,0.5317,noche,Moderado
REG-01936,VIV-01935,2026-07-01,Brasil,Vivienda,No Aplica,77,1,32.0,2000.0,1.0,0.3333,13.656,409.68,5.3205,307.26,1674.57,BRL,0.1285,0.2019,0.2144,0.4551,noche,Ineficiente
REG-01937,VIV-01936,2026-07-01,Chile,Vivienda,No Aplica,113,3,30.0,1800.0,1.0,0.6667,8.5897,257.69,2.2804,193.27,177808.4,CLP,0.154,0.1392,0.2157,0.4912,noche,Ineficiente
REG-01938,VIV-01937,2026-07-01,Mexico,Vivienda,No Aplica,127,6,31.0,1985.0,1.0,0.3333,13.6367,409.1,3.2213,306.83,5676.35,MXN,0.118,0.1415,0.1888,0.5517,noche,Ineficiente
REG-01939,VIV-01938,2026-07-01,Peru,Vivienda,No Aplica,80,4,27.0,1925.0,1.0,0.3333,12.6527,379.58,4.7448,284.69,1067.59,PEN,0.0953,0.1843,0.1838,0.5365,noche,Ineficiente
REG-01940,VIV-01939,2026-07-01,Mexico,Vivienda,No Aplica,87,5,23.0,1695.0,1.0,0.6667,8.0067,240.2,2.7609,180.15,3332.78,MXN,0.1583,0.1384,0.2217,0.4816,noche,Ineficiente
REG-01941,VIV-01940,2026-07-01,Peru,Vivienda,No Aplica,109,2,27.0,1925.0,1.0,0.3333,12.8477,385.43,3.5361,289.07,1084.01,PEN,0.1463,0.2129,0.2751,0.3657,noche,Ineficiente
REG-01942,COM-01941,2026-07-01,Brasil,Comercio,Categoria A,89,5,25.0,1050.0,1.0,1.0,8.082,242.46,2.7243,181.84,991.03,BRL,0.0214,0.4322,0.4284,0.118,manana,Eficiente
REG-01943,VIV-01942,2026-07-01,Colombia,Vivienda,No Aplica,82,1,14.0,1730.0,1.0,0.3333,11.1577,334.73,4.0821,251.05,1029305.0,COP,0.1476,0.1346,0.2638,0.4539,noche,Ineficiente
REG-01944,VIV-01943,2026-07-01,Peru,Vivienda,No Aplica,40,2,24.0,1710.0,1.0,0.6667,8.1397,244.19,6.1048,183.14,686.77,PEN,0.157,0.1655,0.2703,0.4072,noche,Ineficiente
REG-01945,VIV-01944,2026-07-01,Chile,Vivienda,No Aplica,105,5,23.0,1695.0,1.0,0.6667,8.2967,248.9,2.3705,186.68,171745.6,CLP,0.1411,0.1527,0.2224,0.4838,noche,Ineficiente
REG-01946,COM-01945,2026-07-01,Argentina,Comercio,Categoria C,64,8,21.0,3255.0,1.0,0.5,73.6653,2209.96,34.5306,1657.47,1574596.5,ARS,0.2745,0.2403,0.2358,0.2495,madrugada,Eficiente
REG-01947,VIV-01946,2026-07-01,Chile,Vivienda,No Aplica,110,3,32.0,2000.0,1.0,0.3333,12.8597,385.79,3.5072,289.34,266192.8,CLP,0.1568,0.1932,0.2251,0.4249,noche,Ineficiente
REG-01948,VIV-01947,2026-07-01,Colombia,Vivienda,No Aplica,92,3,31.0,1985.0,1.0,0.3333,12.7013,381.04,4.1417,285.78,1171698.0,COP,0.1516,0.2128,0.2089,0.4267,noche,Ineficiente
REG-01949,VIV-01948,2026-07-01,Colombia,Vivienda,No Aplica,108,5,15.0,1575.0,1.0,0.6667,7.2587,217.76,2.0163,163.32,669612.0,COP,0.1024,0.124,0.1846,0.5889,noche,Ineficiente
REG-01950,VIV-01949,2026-07-01,Chile,Vivienda,No Aplica,95,5,18.0,1620.0,1.0,0.6667,7.7423,232.27,2.4449,174.2,160264.0,CLP,0.092,0.2125,0.2146,0.4809,noche,Ineficiente
REG-01951,VIV-01950,2026-07-01,Mexico,Vivienda,No Aplica,139,2,26.0,1740.0,1.0,0.6667,8.352,250.56,1.8026,187.92,3476.52,MXN,0.0883,0.1968,0.2459,0.469,noche,Ineficiente
REG-01952,VIV-01951,2026-07-01,Colombia,Vivienda,No Aplica,68,3,24.0,1710.0,1.0,0.6667,8.638,259.14,3.8109,194.35,796835.0,COP,0.116,0.1915,0.2294,0.4632,noche,Ineficiente
REG-01953,COM-01952,2026-07-01,Argentina,Comercio,Categoria B,135,9,14.0,9150.0,1.0,0.3333,75.182,2255.46,16.7071,1691.6,1607020.0,ARS,0.0725,0.2377,0.4545,0.2353,tarde,Eficiente
REG-01954,VIV-01953,2026-07-01,Mexico,Vivienda,No Aplica,101,2,23.0,1865.0,1.0,0.3333,12.09,362.7,3.5911,272.02,5032.37,MXN,0.0935,0.1631,0.2511,0.4923,noche,Ineficiente
REG-01955,COM-01954,2026-07-01,Chile,Comercio,Categoria B,48,10,33.0,9435.0,1.0,0.3333,76.4927,2294.78,47.8079,1721.09,1583402.8,CLP,0.071,0.2402,0.4621,0.2267,tarde,Moderado
REG-01956,COM-01955,2026-07-01,Mexico,Comercio,Categoria C,74,9,31.0,1935.0,1.0,0.5,38.6883,1160.65,15.6845,870.49,16104.07,MXN,0.2754,0.2306,0.2251,0.2688,madrugada,Eficiente
REG-01957,COM-01956,2026-07-01,Argentina,Comercio,Categoria C,72,10,13.0,2400.0,1.0,0.5,55.047,1651.41,22.9362,1238.56,1176632.0,ARS,0.2242,0.2685,0.2579,0.2493,manana,Eficiente
REG-01958,VIV-01957,2026-07-01,Colombia,Vivienda,No Aplica,124,5,16.0,1760.0,1.0,0.3333,11.2963,338.89,2.733,254.17,1042097.0,COP,0.0889,0.1586,0.2716,0.481,noche,Ineficiente
REG-01959,VIV-01958,2026-07-01,Chile,Vivienda,No Aplica,69,1,25.0,1895.0,1.0,0.3333,12.9047,387.14,5.6107,290.36,267131.2,CLP,0.0924,0.1609,0.2667,0.4801,noche,Ineficiente
REG-01960,COM-01959,2026-07-01,Brasil,Comercio,Categoria C,31,3,12.0,1650.0,1.0,0.5,37.128,1113.84,35.9303,835.38,4552.82,BRL,0.2686,0.2367,0.2233,0.2713,noche,Eficiente
REG-01961,VIV-01960,2026-07-01,Mexico,Vivienda,No Aplica,65,4,16.0,1590.0,1.0,0.6667,7.7307,231.92,3.568,173.94,3217.89,MXN,0.1164,0.1966,0.2263,0.4606,noche,Ineficiente
REG-01962,VIV-01961,2026-07-01,Mexico,Vivienda,No Aplica,97,4,31.0,1985.0,1.0,0.3333,12.8273,384.82,3.9672,288.62,5339.47,MXN,0.1216,0.1573,0.1842,0.5368,noche,Ineficiente
REG-01963,VIV-01962,2026-07-01,Argentina,Vivienda,No Aplica,83,5,30.0,1800.0,1.0,0.6667,8.8247,264.74,3.1896,198.56,188632.0,ARS,0.116,0.1854,0.2302,0.4685,noche,Ineficiente
REG-01964,VIV-01963,2026-07-01,Chile,Vivienda,No Aplica,93,1,20.0,1650.0,1.0,0.6667,7.732,231.96,2.4942,173.97,160052.4,CLP,0.138,0.1383,0.276,0.4477,noche,Ineficiente
REG-01965,VIV-01964,2026-07-01,Peru,Vivienda,No Aplica,103,2,26.0,1910.0,1.0,0.3333,12.3167,369.5,3.5874,277.12,1039.2,PEN,0.1199,0.1595,0.2387,0.482,noche,Ineficiente
REG-01966,VIV-01965,2026-07-01,Brasil,Vivienda,No Aplica,68,3,27.0,1755.0,1.0,0.6667,8.2313,246.94,3.6315,185.2,1009.34,BRL,0.1114,0.1778,0.2134,0.4974,noche,Ineficiente
REG-01967,VIV-01966,2026-07-01,Argentina,Vivienda,No Aplica,85,3,15.0,1575.0,1.0,0.6667,7.3933,221.8,2.6094,166.35,158032.5,ARS,0.1383,0.1688,0.2274,0.4655,noche,Ineficiente
REG-01968,VIV-01967,2026-07-01,Chile,Vivienda,No Aplica,97,4,29.0,1785.0,1.0,0.6667,8.5907,257.72,2.6569,193.29,177826.8,CLP,0.1093,0.1485,0.2101,0.5322,noche,Ineficiente
REG-01969,VIV-01968,2026-07-01,Argentina,Vivienda,No Aplica,86,1,27.0,1755.0,1.0,0.6667,8.4713,254.14,2.9551,190.6,181070.0,ARS,0.0911,0.2195,0.2221,0.4673,noche,Ineficiente
